69.147.0.0,69.147.1.255,education,US,AS36037 
69.147.169.80,69.147.169.87,business,US,AS17378 
69.147.169.88,69.147.169.127,hosting,US,AS17378 
69.147.169.128,69.147.169.159,business,US,AS17378 
69.147.169.160,69.147.169.167,hosting,US,AS17378 
69.147.169.168,69.147.169.183,business,US,AS17378 
69.147.169.184,69.147.169.191,education,US,AS17378 
69.147.169.192,69.147.169.207,hosting,US,AS17378 
69.147.169.208,69.147.169.231,business,US,AS17378 
69.147.169.232,69.147.169.239,hosting,US,AS17378 
69.147.169.240,69.147.170.31,business,US,AS17378 
69.147.170.32,69.147.170.95,hosting,US,AS17378 
69.147.170.96,69.147.170.103,business,US,AS17378 
69.147.170.104,69.147.170.111,hosting,US,AS17378 
69.147.170.112,69.147.170.143,business,US,AS17378 
69.147.170.144,69.147.170.175,hosting,US,AS17378 
69.147.170.176,69.147.170.255,business,US,AS17378 
69.147.171.0,69.147.171.255,hosting,US,AS17378 
69.147.172.0,69.147.172.255,business,US,AS17378 
69.147.173.0,69.147.173.255,hosting,US,AS17378 
69.147.174.0,69.147.174.255,business,US,AS17378 
69.147.175.0,69.147.176.255,hosting,US,AS17378 
69.147.177.0,69.147.177.7,isp,US,AS17378 
69.147.177.8,69.147.177.15,hosting,US,AS17378 
69.147.177.16,69.147.177.95,business,US,AS17378 
69.147.177.96,69.147.177.143,hosting,US,AS17378 
69.147.177.144,69.147.177.191,business,US,AS17378 
69.147.177.192,69.147.177.207,hosting,US,AS17378 
69.147.177.208,69.147.177.235,business,US,AS17378 
69.147.177.236,69.147.179.23,hosting,US,AS17378 
69.147.179.24,69.147.179.31,business,US,AS17378 
69.147.179.32,69.147.179.55,hosting,US,AS17378 
69.147.179.56,69.147.179.63,business,US,AS17378 
69.147.179.64,69.147.179.143,hosting,US,AS17378 
69.147.179.144,69.147.179.175,business,US,AS17378 
69.147.179.176,69.147.179.199,hosting,US,AS17378 
69.147.179.200,69.147.179.215,business,US,AS17378 
69.147.179.216,69.147.179.223,hosting,US,AS17378 
69.147.179.224,69.147.179.239,business,US,AS17378 
69.147.179.240,69.147.179.255,hosting,US,AS17378 
69.147.180.0,69.147.180.7,isp,US,AS17378 
69.147.180.8,69.147.180.255,hosting,US,AS17378 
69.147.181.0,69.147.181.7,business,US,AS17378 
69.147.181.8,69.147.181.15,hosting,US,AS17378 
69.147.181.16,69.147.181.23,business,US,AS17378 
69.147.181.24,69.147.181.63,hosting,US,AS17378 
69.147.181.64,69.147.181.87,business,US,AS17378 
69.147.181.88,69.147.181.103,hosting,US,AS17378 
69.147.181.104,69.147.181.111,business,US,AS17378 
69.147.181.112,69.147.181.119,hosting,US,AS17378 
69.147.181.120,69.147.181.183,business,US,AS17378 
69.147.181.184,69.147.181.223,hosting,US,AS17378 
69.147.181.224,69.147.181.255,education,US,AS17378 
69.147.182.0,69.147.183.15,hosting,US,AS17378 
69.147.183.16,69.147.183.31,business,US,AS17378 
69.147.183.32,69.147.183.47,hosting,US,AS17378 
69.147.183.48,69.147.183.55,business,US,AS17378 
69.147.183.56,69.147.183.71,hosting,US,AS17378 
69.147.183.72,69.147.183.95,business,US,AS17378 
69.147.183.96,69.147.183.127,hosting,US,AS17378 
69.147.183.128,69.147.183.183,business,US,AS17378 
69.147.183.184,69.147.183.199,hosting,US,AS17378 
69.147.183.200,69.147.183.207,business,US,AS17378 
69.147.183.208,69.147.184.31,hosting,US,AS17378 
69.147.184.32,69.147.184.63,business,US,AS17378 
69.147.184.64,69.147.190.255,hosting,US,AS17378 
69.147.191.0,69.147.191.255,business,US,AS17378 
69.147.192.0,69.147.192.7,business,US,AS11796 
69.147.192.8,69.147.192.31,isp,US,AS11796 
69.147.192.32,69.147.192.63,business,US,AS11796 
69.147.192.64,69.147.192.127,isp,US,AS11796 
69.147.192.128,69.147.192.159,education,US,AS11796 
69.147.192.160,69.147.192.167,isp,US,AS11796 
69.147.192.168,69.147.192.175,business,US,AS11796 
69.147.192.176,69.147.194.127,isp,US,AS11796 
69.147.194.128,69.147.194.159,business,US,AS11796 
69.147.194.160,69.147.194.167,isp,US,AS11796 
69.147.194.168,69.147.194.175,business,US,AS11796 
69.147.194.176,69.147.194.255,isp,US,AS11796 
69.147.195.0,69.147.195.127,business,US,AS11796 
69.147.195.128,69.147.198.255,isp,US,AS11796 
69.147.199.0,69.147.204.255,business,US,AS11796 
69.147.205.0,69.147.205.255,isp,US,AS11796 
69.147.206.0,69.147.206.255,business,US,AS11796 
69.147.207.0,69.147.207.127,isp,US,AS11796 
69.147.207.128,69.147.207.143,business,US,AS11796 
69.147.207.144,69.147.207.183,isp,US,AS11796 
69.147.207.184,69.147.207.187,business,US,AS11796 
69.147.207.188,69.147.208.87,isp,US,AS11796 
69.147.208.88,69.147.208.95,business,US,AS11796 
69.147.208.96,69.147.208.111,isp,US,AS11796 
69.147.208.112,69.147.208.127,business,US,AS11796 
69.147.208.128,69.147.208.255,isp,US,AS11796 
69.147.209.0,69.147.209.255,business,US,AS11796 
69.147.210.0,69.147.211.127,isp,US,AS11796 
69.147.211.128,69.147.211.175,business,US,AS11796 
69.147.211.176,69.147.211.215,isp,US,AS11796 
69.147.211.216,69.147.211.239,business,US,AS11796 
69.147.211.240,69.147.212.127,isp,US,AS11796 
69.147.212.128,69.147.212.159,education,US,AS11796 
69.147.212.160,69.147.212.167,business,US,AS11796 
69.147.212.168,69.147.212.175,isp,US,AS11796 
69.147.212.176,69.147.212.191,business,US,AS11796 
69.147.212.192,69.147.212.215,isp,US,AS11796 
69.147.212.216,69.147.212.239,business,US,AS11796 
69.147.212.240,69.147.214.63,isp,US,AS11796 
69.147.214.64,69.147.214.87,business,US,AS11796 
69.147.214.88,69.147.214.111,isp,US,AS11796 
69.147.214.112,69.147.214.127,business,US,AS11796 
69.147.214.128,69.147.214.151,isp,US,AS11796 
69.147.214.152,69.147.214.159,business,US,AS11796 
69.147.214.160,69.147.214.183,isp,US,AS11796 
69.147.214.184,69.147.214.191,business,US,AS11796 
69.147.214.192,69.147.214.255,isp,US,AS11796 
69.147.215.0,69.147.215.143,business,US,AS11796 
69.147.215.144,69.147.215.151,isp,US,AS11796 
69.147.215.152,69.147.215.191,business,US,AS11796 
69.147.215.192,69.147.223.255,isp,US,AS11796 
69.147.224.0,69.147.224.255,hosting,US,AS396362 
69.147.225.0,69.147.225.255,hosting,US,AS27411 
69.147.226.0,69.147.226.255,hosting,US,AS394380 
69.147.227.0,69.147.227.255,isp,US, 
69.147.228.0,69.147.228.255,hosting,US,AS27411 
69.147.229.0,69.147.229.255,isp,US, 
69.147.230.0,69.147.230.255,hosting,US,AS27411 
69.147.231.0,69.147.231.255,hosting,US,AS394380 
69.147.232.0,69.147.232.255,hosting,US,AS395954 
69.147.233.0,69.147.234.255,hosting,US,AS27411 
69.147.235.0,69.147.235.255,hosting,US,AS394380 
69.147.236.0,69.147.236.255,hosting,US,AS396190 
69.147.237.0,69.147.238.255,hosting,US,AS27411 
69.147.239.0,69.147.239.255,hosting,US,AS396362 
69.147.240.0,69.147.241.255,hosting,US,AS394380 
69.147.242.0,69.147.242.255,hosting,US,AS27411 
69.147.243.0,69.147.244.255,hosting,US,AS394380 
69.147.245.0,69.147.245.255,hosting,US,AS395954 
69.147.246.0,69.147.247.255,hosting,US,AS394380 
69.147.248.0,69.147.249.255,hosting,US,AS395954 
69.147.250.0,69.147.250.255,hosting,US,AS27411 
69.147.251.0,69.147.251.255,hosting,US,AS396362 
69.147.252.0,69.147.253.255,hosting,US,AS27411 
69.147.254.0,69.147.254.255,hosting,US,AS395954 
69.147.255.0,69.147.255.255,hosting,US,AS27411 
