84.245.0.0,84.245.47.255,isp,NL,AS25596 
84.245.149.196,84.245.149.197,isp,DE,AS20676 
84.245.149.198,84.245.149.198,business,DE,AS20676 
84.245.149.199,84.245.149.225,isp,DE,AS20676 
84.245.149.226,84.245.149.226,business,DE,AS20676 
84.245.149.227,84.245.149.230,isp,DE,AS20676 
84.245.149.231,84.245.149.231,business,DE,AS20676 
84.245.149.232,84.245.149.239,isp,DE,AS20676 
84.245.149.240,84.245.149.247,business,DE,AS20676 
84.245.149.248,84.245.150.41,isp,DE,AS20676 
84.245.150.42,84.245.150.42,business,DE,AS20676 
84.245.150.43,84.245.150.59,isp,DE,AS20676 
84.245.150.60,84.245.150.71,business,DE,AS20676 
84.245.150.72,84.245.150.72,isp,DE,AS20676 
84.245.150.73,84.245.150.73,business,DE,AS20676 
84.245.150.74,84.245.150.78,isp,DE,AS20676 
84.245.150.79,84.245.150.79,business,DE,AS20676 
84.245.150.80,84.245.150.97,isp,DE,AS20676 
84.245.150.98,84.245.150.98,business,DE,AS20676 
84.245.150.99,84.245.150.99,isp,DE,AS20676 
84.245.150.100,84.245.150.100,business,DE,AS20676 
84.245.150.101,84.245.150.127,isp,DE,AS20676 
84.245.150.128,84.245.150.128,business,DE,AS20676 
84.245.150.129,84.245.150.175,isp,DE,AS20676 
84.245.150.176,84.245.150.191,business,DE,AS20676 
84.245.150.192,84.245.151.2,isp,DE,AS20676 
84.245.151.3,84.245.151.3,business,DE,AS20676 
84.245.151.4,84.245.151.86,isp,DE,AS20676 
84.245.151.87,84.245.151.87,business,DE,AS20676 
84.245.151.88,84.245.151.105,isp,DE,AS20676 
84.245.151.106,84.245.151.106,business,DE,AS20676 
84.245.151.107,84.245.151.110,isp,DE,AS20676 
84.245.151.111,84.245.151.111,business,DE,AS20676 
84.245.151.112,84.245.151.137,isp,DE,AS20676 
84.245.151.138,84.245.151.138,business,DE,AS20676 
84.245.151.139,84.245.151.139,isp,DE,AS20676 
84.245.151.140,84.245.151.151,business,DE,AS20676 
84.245.151.152,84.245.151.153,isp,DE,AS20676 
84.245.151.154,84.245.151.154,business,DE,AS20676 
84.245.151.155,84.245.151.207,isp,DE,AS20676 
84.245.151.208,84.245.151.211,business,DE,AS20676 
84.245.151.212,84.245.151.223,isp,DE,AS20676 
84.245.151.224,84.245.151.231,business,DE,AS20676 
84.245.151.232,84.245.152.0,isp,DE,AS20676 
84.245.152.1,84.245.152.2,business,DE,AS20676 
84.245.152.3,84.245.152.4,isp,DE,AS20676 
84.245.152.5,84.245.152.5,business,DE,AS20676 
84.245.152.6,84.245.152.6,isp,DE,AS20676 
84.245.152.7,84.245.152.7,business,DE,AS20676 
84.245.152.8,84.245.152.10,isp,DE,AS20676 
84.245.152.11,84.245.152.11,business,DE,AS20676 
84.245.152.12,84.245.152.14,isp,DE,AS20676 
84.245.152.15,84.245.152.15,business,DE,AS20676 
84.245.152.16,84.245.152.23,isp,DE,AS20676 
84.245.152.24,84.245.152.32,business,DE,AS20676 
84.245.152.33,84.245.152.34,isp,DE,AS20676 
84.245.152.35,84.245.152.35,business,DE,AS20676 
84.245.152.36,84.245.152.63,isp,DE,AS20676 
84.245.152.64,84.245.152.79,business,DE,AS20676 
84.245.152.80,84.245.152.119,isp,DE,AS20676 
84.245.152.120,84.245.152.127,business,DE,AS20676 
84.245.152.128,84.245.152.146,isp,DE,AS20676 
84.245.152.147,84.245.152.147,business,DE,AS20676 
84.245.152.148,84.245.152.159,isp,DE,AS20676 
84.245.152.160,84.245.152.160,business,DE,AS20676 
84.245.152.161,84.245.152.171,isp,DE,AS20676 
84.245.152.172,84.245.152.183,business,DE,AS20676 
84.245.152.184,84.245.152.191,isp,DE,AS20676 
84.245.152.192,84.245.152.199,business,DE,AS20676 
84.245.152.200,84.245.152.206,isp,DE,AS20676 
84.245.152.207,84.245.152.207,business,DE,AS20676 
84.245.152.208,84.245.152.224,isp,DE,AS20676 
84.245.152.225,84.245.152.225,business,DE,AS20676 
84.245.152.226,84.245.152.227,isp,DE,AS20676 
84.245.152.228,84.245.152.228,business,DE,AS20676 
84.245.152.229,84.245.152.255,isp,DE,AS20676 
84.245.153.0,84.245.153.7,business,DE,AS20676 
84.245.153.8,84.245.153.135,isp,DE,AS20676 
84.245.153.136,84.245.153.167,business,DE,AS20676 
84.245.153.168,84.245.153.191,isp,DE,AS20676 
84.245.153.192,84.245.153.199,business,DE,AS20676 
84.245.153.200,84.245.153.239,isp,DE,AS20676 
84.245.153.240,84.245.153.247,business,DE,AS20676 
84.245.153.248,84.245.154.7,isp,DE,AS20676 
84.245.154.8,84.245.154.15,business,DE,AS20676 
84.245.154.16,84.245.154.23,isp,DE,AS20676 
84.245.154.24,84.245.154.47,business,DE,AS20676 
84.245.154.48,84.245.154.55,isp,DE,AS20676 
84.245.154.56,84.245.154.63,business,DE,AS20676 
84.245.154.64,84.245.154.98,isp,DE,AS20676 
84.245.154.99,84.245.154.111,business,DE,AS20676 
84.245.154.112,84.245.154.115,isp,DE,AS20676 
84.245.154.116,84.245.154.127,business,DE,AS20676 
84.245.154.128,84.245.154.128,isp,DE,AS20676 
84.245.154.129,84.245.154.129,business,DE,AS20676 
84.245.154.130,84.245.154.132,isp,DE,AS20676 
84.245.154.133,84.245.154.133,business,DE,AS20676 
84.245.154.134,84.245.154.135,isp,DE,AS20676 
84.245.154.136,84.245.154.144,business,DE,AS20676 
84.245.154.145,84.245.154.151,isp,DE,AS20676 
84.245.154.152,84.245.154.159,business,DE,AS20676 
84.245.154.160,84.245.154.167,isp,DE,AS20676 
84.245.154.168,84.245.154.171,business,DE,AS20676 
84.245.154.172,84.245.154.195,isp,DE,AS20676 
84.245.154.196,84.245.154.200,business,DE,AS20676 
84.245.154.201,84.245.154.203,isp,DE,AS20676 
84.245.154.204,84.245.154.207,business,DE,AS20676 
84.245.154.208,84.245.154.223,isp,DE,AS20676 
84.245.154.224,84.245.154.224,business,DE,AS20676 
84.245.154.225,84.245.154.225,isp,DE,AS20676 
84.245.154.226,84.245.154.226,business,DE,AS20676 
84.245.154.227,84.245.155.31,isp,DE,AS20676 
84.245.155.32,84.245.155.63,business,DE,AS20676 
84.245.155.64,84.245.155.95,isp,DE,AS20676 
84.245.155.96,84.245.155.103,business,DE,AS20676 
84.245.155.104,84.245.155.199,isp,DE,AS20676 
84.245.155.200,84.245.155.239,business,DE,AS20676 
84.245.155.240,84.245.155.247,isp,DE,AS20676 
84.245.155.248,84.245.155.255,business,DE,AS20676 
84.245.156.0,84.245.158.2,isp,DE,AS20676 
84.245.158.3,84.245.158.3,business,DE,AS20676 
84.245.158.4,84.245.158.13,isp,DE,AS20676 
84.245.158.14,84.245.158.14,business,DE,AS20676 
84.245.158.15,84.245.158.16,isp,DE,AS20676 
84.245.158.17,84.245.158.17,business,DE,AS20676 
84.245.158.18,84.245.158.18,isp,DE,AS20676 
84.245.158.19,84.245.158.19,business,DE,AS20676 
84.245.158.20,84.245.158.39,isp,DE,AS20676 
84.245.158.40,84.245.158.40,business,DE,AS20676 
84.245.158.41,84.245.158.67,isp,DE,AS20676 
84.245.158.68,84.245.158.68,business,DE,AS20676 
84.245.158.69,84.245.158.72,isp,DE,AS20676 
84.245.158.73,84.245.158.75,business,DE,AS20676 
84.245.158.76,84.245.158.76,isp,DE,AS20676 
84.245.158.77,84.245.158.77,business,DE,AS20676 
84.245.158.78,84.245.158.89,isp,DE,AS20676 
84.245.158.90,84.245.158.90,business,DE,AS20676 
84.245.158.91,84.245.158.93,isp,DE,AS20676 
84.245.158.94,84.245.158.95,business,DE,AS20676 
84.245.158.96,84.245.158.96,isp,DE,AS20676 
84.245.158.97,84.245.158.98,business,DE,AS20676 
84.245.158.99,84.245.158.101,isp,DE,AS20676 
84.245.158.102,84.245.158.102,business,DE,AS20676 
84.245.158.103,84.245.158.128,isp,DE,AS20676 
84.245.158.129,84.245.158.129,business,DE,AS20676 
84.245.158.130,84.245.158.135,isp,DE,AS20676 
84.245.158.136,84.245.158.143,business,DE,AS20676 
84.245.158.144,84.245.158.159,isp,DE,AS20676 
84.245.158.160,84.245.158.161,business,DE,AS20676 
84.245.158.162,84.245.158.164,isp,DE,AS20676 
84.245.158.165,84.245.158.165,business,DE,AS20676 
84.245.158.166,84.245.158.166,isp,DE,AS20676 
84.245.158.167,84.245.158.167,business,DE,AS20676 
84.245.158.168,84.245.158.255,isp,DE,AS20676 
84.245.159.0,84.245.159.47,business,DE,AS20676 
84.245.159.48,84.245.159.55,isp,DE,AS20676 
84.245.159.56,84.245.159.95,business,DE,AS20676 
84.245.159.96,84.245.159.127,isp,DE,AS20676 
84.245.159.128,84.245.159.167,business,DE,AS20676 
84.245.159.168,84.245.159.175,isp,DE,AS20676 
84.245.159.176,84.245.159.183,business,DE,AS20676 
84.245.159.184,84.245.159.207,isp,DE,AS20676 
84.245.159.208,84.245.159.215,business,DE,AS20676 
84.245.159.216,84.245.160.19,isp,DE,AS20676 
84.245.160.20,84.245.160.31,business,DE,AS20676 
84.245.160.32,84.245.160.32,isp,DE,AS20676 
84.245.160.33,84.245.160.33,business,DE,AS20676 
84.245.160.34,84.245.160.38,isp,DE,AS20676 
84.245.160.39,84.245.160.39,business,DE,AS20676 
84.245.160.40,84.245.160.47,isp,DE,AS20676 
84.245.160.48,84.245.160.55,business,DE,AS20676 
84.245.160.56,84.245.160.113,isp,DE,AS20676 
84.245.160.114,84.245.160.115,business,DE,AS20676 
84.245.160.116,84.245.160.116,isp,DE,AS20676 
84.245.160.117,84.245.160.117,business,DE,AS20676 
84.245.160.118,84.245.160.128,isp,DE,AS20676 
84.245.160.129,84.245.160.129,business,DE,AS20676 
84.245.160.130,84.245.160.133,isp,DE,AS20676 
84.245.160.134,84.245.160.134,business,DE,AS20676 
84.245.160.135,84.245.160.143,isp,DE,AS20676 
84.245.160.144,84.245.160.147,business,DE,AS20676 
84.245.160.148,84.245.160.183,isp,DE,AS20676 
84.245.160.184,84.245.160.191,business,DE,AS20676 
84.245.160.192,84.245.160.223,isp,DE,AS20676 
84.245.160.224,84.245.160.239,business,DE,AS20676 
84.245.160.240,84.245.160.247,isp,DE,AS20676 
84.245.160.248,84.245.160.250,business,DE,AS20676 
84.245.160.251,84.245.160.253,isp,DE,AS20676 
84.245.160.254,84.245.160.254,business,DE,AS20676 
84.245.160.255,84.245.161.1,isp,DE,AS20676 
84.245.161.2,84.245.161.2,business,DE,AS20676 
84.245.161.3,84.245.161.4,isp,DE,AS20676 
84.245.161.5,84.245.161.6,business,DE,AS20676 
84.245.161.7,84.245.161.7,isp,DE,AS20676 
84.245.161.8,84.245.161.8,business,DE,AS20676 
84.245.161.9,84.245.161.10,isp,DE,AS20676 
84.245.161.11,84.245.161.11,business,DE,AS20676 
84.245.161.12,84.245.161.19,isp,DE,AS20676 
84.245.161.20,84.245.161.20,business,DE,AS20676 
84.245.161.21,84.245.161.32,isp,DE,AS20676 
84.245.161.33,84.245.161.33,business,DE,AS20676 
84.245.161.34,84.245.161.34,isp,DE,AS20676 
84.245.161.35,84.245.161.35,business,DE,AS20676 
84.245.161.36,84.245.161.43,isp,DE,AS20676 
84.245.161.44,84.245.161.47,business,DE,AS20676 
84.245.161.48,84.245.161.63,isp,DE,AS20676 
84.245.161.64,84.245.161.64,business,DE,AS20676 
84.245.161.65,84.245.161.66,isp,DE,AS20676 
84.245.161.67,84.245.161.67,business,DE,AS20676 
84.245.161.68,84.245.161.73,isp,DE,AS20676 
84.245.161.74,84.245.161.74,business,DE,AS20676 
84.245.161.75,84.245.161.83,isp,DE,AS20676 
84.245.161.84,84.245.161.85,business,DE,AS20676 
84.245.161.86,84.245.161.87,isp,DE,AS20676 
84.245.161.88,84.245.161.103,business,DE,AS20676 
84.245.161.104,84.245.161.114,isp,DE,AS20676 
84.245.161.115,84.245.161.116,business,DE,AS20676 
84.245.161.117,84.245.161.127,isp,DE,AS20676 
84.245.161.128,84.245.161.135,business,DE,AS20676 
84.245.161.136,84.245.161.143,isp,DE,AS20676 
84.245.161.144,84.245.161.145,business,DE,AS20676 
84.245.161.146,84.245.161.167,isp,DE,AS20676 
84.245.161.168,84.245.161.171,business,DE,AS20676 
84.245.161.172,84.245.161.183,isp,DE,AS20676 
84.245.161.184,84.245.161.191,business,DE,AS20676 
84.245.161.192,84.245.161.199,isp,DE,AS20676 
84.245.161.200,84.245.161.207,business,DE,AS20676 
84.245.161.208,84.245.161.219,isp,DE,AS20676 
84.245.161.220,84.245.161.221,business,DE,AS20676 
84.245.161.222,84.245.161.224,isp,DE,AS20676 
84.245.161.225,84.245.161.225,business,DE,AS20676 
84.245.161.226,84.245.161.227,isp,DE,AS20676 
84.245.161.228,84.245.161.231,business,DE,AS20676 
84.245.161.232,84.245.166.15,isp,DE,AS20676 
84.245.166.16,84.245.166.55,business,DE,AS20676 
84.245.166.56,84.245.166.104,isp,DE,AS20676 
84.245.166.105,84.245.166.105,business,DE,AS20676 
84.245.166.106,84.245.166.106,isp,DE,AS20676 
84.245.166.107,84.245.166.107,business,DE,AS20676 
84.245.166.108,84.245.166.111,isp,DE,AS20676 
84.245.166.112,84.245.166.119,business,DE,AS20676 
84.245.166.120,84.245.166.127,isp,DE,AS20676 
84.245.166.128,84.245.166.135,business,DE,AS20676 
84.245.166.136,84.245.166.159,isp,DE,AS20676 
84.245.166.160,84.245.166.183,business,DE,AS20676 
84.245.166.184,84.245.166.191,isp,DE,AS20676 
84.245.166.192,84.245.166.207,business,DE,AS20676 
84.245.166.208,84.245.166.208,isp,DE,AS20676 
84.245.166.209,84.245.166.209,business,DE,AS20676 
84.245.166.210,84.245.166.210,isp,DE,AS20676 
84.245.166.211,84.245.166.215,business,DE,AS20676 
84.245.166.216,84.245.166.223,isp,DE,AS20676 
84.245.166.224,84.245.166.231,business,DE,AS20676 
84.245.166.232,84.245.166.239,isp,DE,AS20676 
84.245.166.240,84.245.166.247,business,DE,AS20676 
84.245.166.248,84.245.166.255,isp,DE,AS20676 
84.245.167.0,84.245.167.15,business,DE,AS20676 
84.245.167.16,84.245.167.23,isp,DE,AS20676 
84.245.167.24,84.245.167.31,business,DE,AS20676 
84.245.167.32,84.245.167.51,isp,DE,AS20676 
84.245.167.52,84.245.167.55,business,DE,AS20676 
84.245.167.56,84.245.167.71,isp,DE,AS20676 
84.245.167.72,84.245.167.75,business,DE,AS20676 
84.245.167.76,84.245.167.108,isp,DE,AS20676 
84.245.167.109,84.245.167.109,business,DE,AS20676 
84.245.167.110,84.245.167.111,isp,DE,AS20676 
84.245.167.112,84.245.167.119,business,DE,AS20676 
84.245.167.120,84.245.167.148,isp,DE,AS20676 
84.245.167.149,84.245.167.149,business,DE,AS20676 
84.245.167.150,84.245.167.151,isp,DE,AS20676 
84.245.167.152,84.245.167.159,business,DE,AS20676 
84.245.167.160,84.245.167.184,isp,DE,AS20676 
84.245.167.185,84.245.167.185,business,DE,AS20676 
84.245.167.186,84.245.167.193,isp,DE,AS20676 
84.245.167.194,84.245.167.194,business,DE,AS20676 
84.245.167.195,84.245.167.216,isp,DE,AS20676 
84.245.167.217,84.245.167.217,business,DE,AS20676 
84.245.167.218,84.245.167.232,isp,DE,AS20676 
84.245.167.233,84.245.167.233,business,DE,AS20676 
84.245.167.234,84.245.167.235,isp,DE,AS20676 
84.245.167.236,84.245.167.237,business,DE,AS20676 
84.245.167.238,84.245.167.247,isp,DE,AS20676 
84.245.167.248,84.245.167.252,business,DE,AS20676 
84.245.167.253,84.245.191.255,isp,DE,AS20676 
84.245.192.0,84.245.255.255,isp,LV,AS34001 
