58.243.20.0,58.243.23.255,business,CN 
58.243.115.222,58.243.115.222,business,CN 
58.243.115.223,58.243.115.225,isp,CN 
58.243.115.226,58.243.115.238,business,CN 
58.243.115.239,58.243.115.241,isp,CN 
58.243.115.242,58.243.115.246,business,CN 
58.243.115.247,58.243.115.249,isp,CN 
58.243.115.250,58.243.115.250,business,CN 
58.243.115.251,58.243.115.253,isp,CN 
58.243.115.254,58.243.115.254,business,CN 
58.243.115.255,58.243.116.1,isp,CN 
58.243.116.2,58.243.116.30,business,CN 
58.243.116.31,58.243.116.33,isp,CN 
58.243.116.34,58.243.116.34,business,CN 
58.243.116.35,58.243.116.37,isp,CN 
58.243.116.38,58.243.116.38,business,CN 
58.243.116.39,58.243.116.41,isp,CN 
58.243.116.42,58.243.116.46,business,CN 
58.243.116.47,58.243.116.49,isp,CN 
58.243.116.50,58.243.116.50,business,CN 
58.243.116.51,58.243.116.57,isp,CN 
58.243.116.58,58.243.116.58,business,CN 
58.243.116.59,58.243.116.65,isp,CN 
58.243.116.66,58.243.116.70,business,CN 
58.243.116.71,58.243.116.73,isp,CN 
58.243.116.74,58.243.116.78,business,CN 
58.243.116.79,58.243.116.81,isp,CN 
58.243.116.82,58.243.116.82,business,CN 
58.243.116.83,58.243.116.85,isp,CN 
58.243.116.86,58.243.116.86,business,CN 
58.243.116.87,58.243.116.89,isp,CN 
58.243.116.90,58.243.116.90,business,CN 
58.243.116.91,58.243.116.93,isp,CN 
58.243.116.94,58.243.116.94,business,CN 
58.243.116.95,58.243.116.97,isp,CN 
58.243.116.98,58.243.116.98,business,CN 
58.243.116.99,58.243.116.101,isp,CN 
58.243.116.102,58.243.116.106,business,CN 
58.243.116.107,58.243.116.109,isp,CN 
58.243.116.110,58.243.116.110,business,CN 
58.243.116.111,58.243.116.113,isp,CN 
58.243.116.114,58.243.116.114,business,CN 
58.243.116.115,58.243.116.117,isp,CN 
58.243.116.118,58.243.116.118,business,CN 
58.243.116.119,58.243.116.121,isp,CN 
58.243.116.122,58.243.116.122,business,CN 
58.243.116.123,58.243.116.125,isp,CN 
58.243.116.126,58.243.116.126,business,CN 
58.243.116.127,58.243.116.129,isp,CN 
58.243.116.130,58.243.116.130,business,CN 
58.243.116.131,58.243.116.133,isp,CN 
58.243.116.134,58.243.116.134,business,CN 
58.243.116.135,58.243.116.137,isp,CN 
58.243.116.138,58.243.116.142,business,CN 
58.243.116.143,58.243.116.145,isp,CN 
58.243.116.146,58.243.116.150,business,CN 
58.243.116.151,58.243.116.161,isp,CN 
58.243.116.162,58.243.116.162,business,CN 
58.243.116.163,58.243.116.165,isp,CN 
58.243.116.166,58.243.116.166,business,CN 
58.243.116.167,58.243.116.177,isp,CN 
58.243.116.178,58.243.116.182,business,CN 
58.243.116.183,58.243.116.193,isp,CN 
58.243.116.194,58.243.116.194,business,CN 
58.243.116.195,58.243.116.197,isp,CN 
58.243.116.198,58.243.116.198,business,CN 
58.243.116.199,58.243.116.201,isp,CN 
58.243.116.202,58.243.116.202,business,CN 
58.243.116.203,58.243.116.205,isp,CN 
58.243.116.206,58.243.116.206,business,CN 
58.243.116.207,58.243.116.209,isp,CN 
58.243.116.210,58.243.116.210,business,CN 
58.243.116.211,58.243.116.213,isp,CN 
58.243.116.214,58.243.116.214,business,CN 
58.243.116.215,58.243.116.217,isp,CN 
58.243.116.218,58.243.116.222,business,CN 
58.243.116.223,58.243.116.225,isp,CN 
58.243.116.226,58.243.116.226,business,CN 
58.243.116.227,58.243.116.229,isp,CN 
58.243.116.230,58.243.116.230,business,CN 
58.243.116.231,58.243.116.233,isp,CN 
58.243.116.234,58.243.116.234,business,CN 
58.243.116.235,58.243.116.241,isp,CN 
58.243.116.242,58.243.116.246,business,CN 
58.243.116.247,58.243.116.249,isp,CN 
58.243.116.250,58.243.116.254,business,CN 
58.243.116.255,58.243.117.1,isp,CN 
58.243.117.2,58.243.117.254,business,CN 
58.243.117.255,58.243.118.1,isp,CN 
58.243.118.2,58.243.119.254,business,CN 
58.243.119.255,58.243.119.255,isp,CN 
58.243.120.0,58.243.120.52,business,CN 
58.243.120.53,58.243.120.108,isp,CN 
58.243.120.109,58.243.120.112,business,CN 
58.243.120.113,58.243.120.116,isp,CN 
58.243.120.117,58.243.120.252,business,CN 
58.243.120.253,58.243.120.255,isp,CN 
58.243.121.0,58.243.135.255,business,CN 
58.243.136.0,58.243.167.255,isp,CN 
58.243.168.0,58.243.191.255,business,CN 
58.243.192.0,58.243.199.255,isp,CN 
58.243.200.0,58.243.207.255,business,CN 
58.243.208.0,58.243.215.255,isp,CN 
58.243.216.0,58.243.239.255,business,CN 
58.243.240.0,58.246.0.87,isp,CN 
