78.141.0.0,78.141.63.255,business,GB,AS5413 
78.141.172.88,78.141.172.175,isp,LU,AS6661 
78.141.172.176,78.141.172.191,business,LU,AS6661 
78.141.172.192,78.141.172.239,isp,LU,AS6661 
78.141.172.240,78.141.172.247,business,LU,AS6661 
78.141.172.248,78.141.173.31,isp,LU,AS6661 
78.141.173.32,78.141.173.39,business,LU,AS6661 
78.141.173.40,78.141.173.87,isp,LU,AS6661 
78.141.173.88,78.141.173.95,business,LU,AS6661 
78.141.173.96,78.141.173.159,isp,LU,AS6661 
78.141.173.160,78.141.173.167,business,LU,AS6661 
78.141.173.168,78.141.173.175,isp,LU,AS6661 
78.141.173.176,78.141.173.183,business,LU,AS6661 
78.141.173.184,78.141.174.127,isp,LU,AS6661 
78.141.174.128,78.141.174.135,business,LU,AS6661 
78.141.174.136,78.141.174.223,isp,LU,AS6661 
78.141.174.224,78.141.174.231,business,LU,AS6661 
78.141.174.232,78.141.175.7,isp,LU,AS6661 
78.141.175.8,78.141.175.15,business,LU,AS6661 
78.141.175.16,78.141.175.55,isp,LU,AS6661 
78.141.175.56,78.141.175.63,business,LU,AS6661 
78.141.175.64,78.141.175.135,isp,LU,AS6661 
78.141.175.136,78.141.175.143,business,LU,AS6661 
78.141.175.144,78.141.175.151,isp,LU,AS6661 
78.141.175.152,78.141.175.159,business,LU,AS6661 
78.141.175.160,78.141.175.223,isp,LU,AS6661 
78.141.175.224,78.141.175.239,business,LU,AS6661 
78.141.175.240,78.141.176.19,isp,LU,AS6661 
78.141.176.20,78.141.176.23,business,LU,AS6661 
78.141.176.24,78.141.176.55,isp,LU,AS6661 
78.141.176.56,78.141.176.63,business,LU,AS6661 
78.141.176.64,78.141.176.111,isp,LU,AS6661 
78.141.176.112,78.141.176.119,business,LU,AS6661 
78.141.176.120,78.141.176.191,isp,LU,AS6661 
78.141.176.192,78.141.176.199,business,LU,AS6661 
78.141.176.200,78.141.177.55,isp,LU,AS6661 
78.141.177.56,78.141.177.63,business,LU,AS6661 
78.141.177.64,78.141.177.111,isp,LU,AS6661 
78.141.177.112,78.141.177.119,business,LU,AS6661 
78.141.177.120,78.141.177.143,isp,LU,AS6661 
78.141.177.144,78.141.177.159,business,LU,AS6661 
78.141.177.160,78.141.177.191,isp,LU,AS6661 
78.141.177.192,78.141.177.255,business,LU,AS6661 
78.141.178.0,78.141.178.31,isp,LU,AS6661 
78.141.178.32,78.141.178.39,business,LU,AS6661 
78.141.178.40,78.141.178.47,isp,LU,AS6661 
78.141.178.48,78.141.178.55,business,LU,AS6661 
78.141.178.56,78.141.178.71,isp,LU,AS6661 
78.141.178.72,78.141.178.79,business,LU,AS6661 
78.141.178.80,78.141.178.95,isp,LU,AS6661 
78.141.178.96,78.141.178.111,business,LU,AS6661 
78.141.178.112,78.141.178.143,isp,LU,AS6661 
78.141.178.144,78.141.178.159,business,LU,AS6661 
78.141.178.160,78.141.178.167,isp,LU,AS6661 
78.141.178.168,78.141.178.175,business,LU,AS6661 
78.141.178.176,78.141.178.191,isp,LU,AS6661 
78.141.178.192,78.141.178.255,business,LU,AS6661 
78.141.179.0,78.141.179.31,isp,LU,AS6661 
78.141.179.32,78.141.179.47,business,LU,AS6661 
78.141.179.48,78.141.179.103,isp,LU,AS6661 
78.141.179.104,78.141.179.119,business,LU,AS6661 
78.141.179.120,78.141.179.207,isp,LU,AS6661 
78.141.179.208,78.141.179.215,business,LU,AS6661 
78.141.179.216,78.141.179.223,isp,LU,AS6661 
78.141.179.224,78.141.179.255,business,LU,AS6661 
78.141.180.0,78.141.180.7,isp,LU,AS6661 
78.141.180.8,78.141.180.15,business,LU,AS6661 
78.141.180.16,78.141.180.23,isp,LU,AS6661 
78.141.180.24,78.141.180.31,business,LU,AS6661 
78.141.180.32,78.141.180.39,isp,LU,AS6661 
78.141.180.40,78.141.180.47,business,LU,AS6661 
78.141.180.48,78.141.180.71,isp,LU,AS6661 
78.141.180.72,78.141.180.79,business,LU,AS6661 
78.141.180.80,78.141.180.87,isp,LU,AS6661 
78.141.180.88,78.141.180.95,business,LU,AS6661 
78.141.180.96,78.141.180.111,isp,LU,AS6661 
78.141.180.112,78.141.180.127,business,LU,AS6661 
78.141.180.128,78.141.180.143,isp,LU,AS6661 
78.141.180.144,78.141.180.159,business,LU,AS6661 
78.141.180.160,78.141.180.175,isp,LU,AS6661 
78.141.180.176,78.141.180.191,business,LU,AS6661 
78.141.180.192,78.141.180.207,isp,LU,AS6661 
78.141.180.208,78.141.180.223,business,LU,AS6661 
78.141.180.224,78.141.180.239,isp,LU,AS6661 
78.141.180.240,78.141.180.247,business,LU,AS6661 
78.141.180.248,78.141.181.31,isp,LU,AS6661 
78.141.181.32,78.141.181.63,business,LU,AS6661 
78.141.181.64,78.141.181.71,isp,LU,AS6661 
78.141.181.72,78.141.181.79,business,LU,AS6661 
78.141.181.80,78.141.181.95,isp,LU,AS6661 
78.141.181.96,78.141.181.127,business,LU,AS6661 
78.141.181.128,78.141.181.151,isp,LU,AS6661 
78.141.181.152,78.141.181.159,business,LU,AS6661 
78.141.181.160,78.141.181.207,isp,LU,AS6661 
78.141.181.208,78.141.181.223,business,LU,AS6661 
78.141.181.224,78.141.182.143,isp,LU,AS6661 
78.141.182.144,78.141.182.199,business,LU,AS6661 
78.141.182.200,78.141.182.223,isp,LU,AS6661 
78.141.182.224,78.141.182.247,business,LU,AS6661 
78.141.182.248,78.141.183.7,isp,LU,AS6661 
78.141.183.8,78.141.183.15,business,LU,AS6661 
78.141.183.16,78.141.183.23,isp,LU,AS6661 
78.141.183.24,78.141.183.31,business,LU,AS6661 
78.141.183.32,78.141.183.63,isp,LU,AS6661 
78.141.183.64,78.141.183.71,business,LU,AS6661 
78.141.183.72,78.141.183.79,isp,LU,AS6661 
78.141.183.80,78.141.183.95,business,LU,AS6661 
78.141.183.96,78.141.183.103,isp,LU,AS6661 
78.141.183.104,78.141.183.127,business,LU,AS6661 
78.141.183.128,78.141.186.135,isp,LU,AS6661 
78.141.186.136,78.141.186.143,business,LU,AS6661 
78.141.186.144,78.141.186.191,isp,LU,AS6661 
78.141.186.192,78.141.186.207,business,LU,AS6661 
78.141.186.208,78.141.191.255,isp,LU,AS6661 
78.141.192.0,78.141.207.255,hosting,GB,AS20473 
78.141.208.0,78.141.223.255,hosting,NL,AS20473 
78.141.224.0,78.141.247.255,hosting,GB,AS20473 
78.141.248.0,78.141.255.255,hosting,FR,AS20473 
