77.233.0.0,77.233.31.255,isp,RU,AS42478 
77.233.243.0,77.233.243.127,business,DK,AS31027 
77.233.243.128,77.233.243.159,hosting,DK,AS31027 
77.233.243.160,77.233.243.191,education,DK,AS31027 
77.233.243.192,77.233.243.223,business,DK,AS31027 
77.233.243.224,77.233.243.255,hosting,DK,AS31027 
77.233.244.0,77.233.245.31,business,DK,AS31027 
77.233.245.32,77.233.245.47,hosting,DK,AS31027 
77.233.245.48,77.233.245.63,business,DK,AS31027 
77.233.245.64,77.233.245.111,hosting,DK,AS31027 
77.233.245.112,77.233.245.255,business,DK,AS31027 
77.233.246.0,77.233.246.95,hosting,DK,AS31027 
77.233.246.96,77.233.246.127,business,DK,AS31027 
77.233.246.128,77.233.246.175,hosting,DK,AS31027 
77.233.246.176,77.233.248.143,business,DK,AS31027 
77.233.248.144,77.233.248.159,hosting,DK,AS31027 
77.233.248.160,77.233.248.191,business,DK,AS31027 
77.233.248.192,77.233.248.239,hosting,DK,AS31027 
77.233.248.240,77.233.248.247,business,DK,AS31027 
77.233.248.248,77.233.249.63,hosting,DK,AS31027 
77.233.249.64,77.233.249.127,business,DK,AS31027 
77.233.249.128,77.233.249.191,hosting,DK,AS31027 
77.233.249.192,77.233.249.223,business,DK,AS31027 
77.233.249.224,77.233.249.239,hosting,DK,AS31027 
77.233.249.240,77.233.249.255,business,DK,AS31027 
77.233.250.0,77.233.250.255,isp,DK,AS31027 
77.233.251.0,77.233.251.199,business,DK,AS31027 
77.233.251.200,77.233.251.207,hosting,DK,AS31027 
77.233.251.208,77.233.251.255,business,DK,AS31027 
77.233.252.0,77.233.252.79,hosting,DK,AS31027 
77.233.252.80,77.233.252.99,business,DK,AS31027 
77.233.252.100,77.233.252.111,hosting,DK,AS31027 
77.233.252.112,77.233.252.191,business,DK,AS31027 
77.233.252.192,77.233.252.223,hosting,DK,AS31027 
77.233.252.224,77.233.252.255,business,DK,AS31027 
77.233.253.0,77.233.253.31,hosting,DK,AS31027 
77.233.253.32,77.233.253.63,business,DK,AS31027 
77.233.253.64,77.233.253.79,hosting,DK,AS31027 
77.233.253.80,77.233.253.95,business,DK,AS31027 
77.233.253.96,77.233.253.127,hosting,DK,AS31027 
77.233.253.128,77.233.255.31,business,DK,AS31027 
77.233.255.32,77.233.255.127,hosting,DK,AS31027 
77.233.255.128,77.233.255.255,business,DK,AS31027 
