216.165.0.0,216.165.87.255,education,US 
216.165.162.160,216.165.163.255,isp,US 
216.165.164.0,216.165.164.15,business,US 
216.165.164.16,216.165.165.47,isp,US 
216.165.165.48,216.165.165.55,business,US 
216.165.165.56,216.165.165.231,isp,US 
216.165.165.232,216.165.165.239,business,US 
216.165.165.240,216.165.166.255,isp,US 
216.165.167.0,216.165.167.255,business,US 
216.165.168.0,216.165.169.127,isp,US 
216.165.169.128,216.165.169.135,business,US 
216.165.169.136,216.165.170.63,isp,US 
216.165.170.64,216.165.170.79,business,US 
216.165.170.80,216.165.170.95,isp,US 
216.165.170.96,216.165.170.103,business,US 
216.165.170.104,216.165.172.159,isp,US 
216.165.172.160,216.165.172.167,business,US 
216.165.172.168,216.165.174.127,isp,US 
216.165.174.128,216.165.174.143,business,US 
216.165.174.144,216.165.176.191,isp,US 
216.165.176.192,216.165.176.199,business,US 
216.165.176.200,216.165.176.255,isp,US 
216.165.177.0,216.165.177.15,business,US 
216.165.177.16,216.165.177.231,isp,US 
216.165.177.232,216.165.177.239,business,US 
216.165.177.240,216.165.178.255,isp,US 
216.165.179.0,216.165.179.255,business,US 
216.165.180.0,216.165.183.115,isp,US 
216.165.183.116,216.165.183.123,business,US 
216.165.183.124,216.165.183.155,isp,US 
216.165.183.156,216.165.183.163,business,US 
216.165.183.164,216.165.187.191,isp,US 
216.165.187.192,216.165.187.199,business,US 
216.165.187.200,216.165.187.255,isp,US 
216.165.188.0,216.165.188.15,business,US 
216.165.188.16,216.165.188.23,isp,US 
216.165.188.24,216.165.188.43,business,US 
216.165.188.44,216.165.188.51,isp,US 
216.165.188.52,216.165.188.63,business,US 
216.165.188.64,216.165.188.91,isp,US 
216.165.188.92,216.165.188.99,business,US 
216.165.188.100,216.165.188.127,isp,US 
216.165.188.128,216.165.188.151,business,US 
216.165.188.152,216.165.188.159,isp,US 
216.165.188.160,216.165.188.167,business,US 
216.165.188.168,216.165.188.175,isp,US 
216.165.188.176,216.165.188.183,business,US 
216.165.188.184,216.165.188.191,education,US 
216.165.188.192,216.165.191.255,isp,US 
216.165.192.0,216.165.223.255,isp,CA 
216.165.224.0,216.165.255.255,isp,US 
