197.159.0.0,197.159.25.191,business,CM 
197.159.138.124,197.159.138.167,isp,GH 
197.159.138.168,197.159.138.175,business,GH 
197.159.138.176,197.159.138.187,isp,GH 
197.159.138.188,197.159.138.199,business,GH 
197.159.138.200,197.159.138.255,isp,GH 
197.159.139.0,197.159.140.3,business,GH 
197.159.140.4,197.159.140.31,isp,GH 
197.159.140.32,197.159.140.43,business,GH 
197.159.140.44,197.159.140.51,isp,GH 
197.159.140.52,197.159.140.59,business,GH 
197.159.140.60,197.159.140.63,isp,GH 
197.159.140.64,197.159.140.67,business,GH 
197.159.140.68,197.159.140.71,isp,GH 
197.159.140.72,197.159.140.75,business,GH 
197.159.140.76,197.159.140.83,isp,GH 
197.159.140.84,197.159.140.87,business,GH 
197.159.140.88,197.159.140.95,isp,GH 
197.159.140.96,197.159.140.99,business,GH 
197.159.140.100,197.159.140.111,isp,GH 
197.159.140.112,197.159.140.115,business,GH 
197.159.140.116,197.159.140.143,isp,GH 
197.159.140.144,197.159.140.151,business,GH 
197.159.140.152,197.159.140.195,isp,GH 
197.159.140.196,197.159.140.199,business,GH 
197.159.140.200,197.159.140.239,isp,GH 
197.159.140.240,197.159.140.255,business,GH 
197.159.141.0,197.159.141.11,isp,GH 
197.159.141.12,197.159.141.43,business,GH 
197.159.141.44,197.159.141.47,isp,GH 
197.159.141.48,197.159.141.63,business,GH 
197.159.141.64,197.159.141.67,isp,GH 
197.159.141.68,197.159.141.75,business,GH 
197.159.141.76,197.159.141.79,isp,GH 
197.159.141.80,197.159.141.95,business,GH 
197.159.141.96,197.159.141.135,isp,GH 
197.159.141.136,197.159.141.147,business,GH 
197.159.141.148,197.159.141.163,isp,GH 
197.159.141.164,197.159.141.167,business,GH 
197.159.141.168,197.159.141.171,isp,GH 
197.159.141.172,197.159.141.175,business,GH 
197.159.141.176,197.159.141.191,isp,GH 
197.159.141.192,197.159.141.195,business,GH 
197.159.141.196,197.159.141.223,isp,GH 
197.159.141.224,197.159.141.227,business,GH 
197.159.141.228,197.159.141.235,isp,GH 
197.159.141.236,197.159.141.255,business,GH 
197.159.142.0,197.159.142.79,isp,GH 
197.159.142.80,197.159.142.87,business,GH 
197.159.142.88,197.159.142.103,isp,GH 
197.159.142.104,197.159.142.111,business,GH 
197.159.142.112,197.159.142.143,isp,GH 
197.159.142.144,197.159.142.151,business,GH 
197.159.142.152,197.159.142.159,isp,GH 
197.159.142.160,197.159.142.195,business,GH 
197.159.142.196,197.159.142.211,isp,GH 
197.159.142.212,197.159.142.215,business,GH 
197.159.142.216,197.159.142.235,isp,GH 
197.159.142.236,197.159.142.243,business,GH 
197.159.142.244,197.159.142.255,isp,GH 
197.159.143.0,197.159.143.47,business,GH 
197.159.143.48,197.159.143.51,isp,GH 
197.159.143.52,197.159.143.123,business,GH 
197.159.143.124,197.159.143.255,isp,GH 
197.159.144.0,197.159.159.255,isp,MG 
197.159.160.0,197.159.164.255,isp,ST 
197.159.165.0,197.159.166.255,business,ST 
197.159.167.0,197.159.185.255,isp,ST 
197.159.186.0,197.159.186.255,business,ST 
197.159.187.0,197.159.187.255,isp,ST 
197.159.188.0,197.159.188.255,business,ST 
197.159.189.0,197.159.191.255,isp,ST 
197.159.192.0,197.159.255.255,isp,CI 
