198.244.0.0,198.244.9.255,education,US,AS18630 
198.244.195.224,198.244.195.231,hosting,GB,AS16276 
198.244.195.232,198.244.195.239,hosting,FR,AS16276 
198.244.195.240,198.244.195.255,business,GB,AS16276 
198.244.196.0,198.244.197.151,hosting,GB,AS16276 
198.244.197.152,198.244.197.159,hosting,FR,AS16276 
198.244.197.160,198.244.204.47,hosting,GB,AS16276 
198.244.204.48,198.244.204.51,hosting,IT,AS16276 
198.244.204.52,198.244.206.47,hosting,GB,AS16276 
198.244.206.48,198.244.206.63,hosting,FR,AS16276 
198.244.206.64,198.244.208.159,hosting,GB,AS16276 
198.244.208.160,198.244.208.175,hosting,NL,AS16276 
198.244.208.176,198.244.209.143,hosting,GB,AS16276 
198.244.209.144,198.244.209.147,hosting,FR,AS16276 
198.244.209.148,198.244.209.151,hosting,GB,AS16276 
198.244.209.152,198.244.209.155,hosting,NL,AS16276 
198.244.209.156,198.244.211.39,hosting,GB,AS16276 
198.244.211.40,198.244.211.47,hosting,PL,AS16276 
198.244.211.48,198.244.216.79,hosting,GB,AS16276 
198.244.216.80,198.244.216.95,hosting,FR,AS16276 
198.244.216.96,198.244.217.163,hosting,GB,AS16276 
198.244.217.164,198.244.217.167,hosting,PL,AS16276 
198.244.217.168,198.244.217.171,hosting,GB,AS16276 
198.244.217.172,198.244.217.175,hosting,FR,AS16276 
198.244.217.176,198.244.218.119,hosting,GB,AS16276 
198.244.218.120,198.244.218.127,hosting,FR,AS16276 
198.244.218.128,198.244.218.255,hosting,GB,AS16276 
198.244.219.0,198.244.219.31,business,GB,AS16276 
198.244.219.32,198.244.219.63,hosting,GB,AS16276 
198.244.219.64,198.244.219.79,business,GB,AS16276 
198.244.219.80,198.244.219.87,hosting,GB,AS16276 
198.244.219.88,198.244.219.127,business,GB,AS16276 
198.244.219.128,198.244.219.191,business,FR,AS16276 
198.244.219.192,198.244.219.207,business,GB,AS16276 
198.244.219.208,198.244.219.223,hosting,GB,AS16276 
198.244.219.224,198.244.219.255,business,GB,AS16276 
198.244.220.0,198.244.220.215,hosting,GB,AS16276 
198.244.220.216,198.244.220.223,hosting,FR,AS16276 
198.244.220.224,198.244.220.239,hosting,PL,AS16276 
198.244.220.240,198.244.222.95,hosting,GB,AS16276 
198.244.222.96,198.244.222.111,hosting,FR,AS16276 
198.244.222.112,198.244.225.255,hosting,GB,AS16276 
198.244.226.0,198.244.226.255,business,GB,AS16276 
198.244.227.0,198.244.227.47,hosting,GB,AS16276 
198.244.227.48,198.244.227.55,hosting,NL,AS16276 
198.244.227.56,198.244.227.151,hosting,GB,AS16276 
198.244.227.152,198.244.227.159,hosting,FR,AS16276 
198.244.227.160,198.244.236.79,hosting,GB,AS16276 
198.244.236.80,198.244.236.83,hosting,IT,AS16276 
198.244.236.84,198.244.237.71,hosting,GB,AS16276 
198.244.237.72,198.244.237.75,hosting,PL,AS16276 
198.244.237.76,198.244.239.63,hosting,GB,AS16276 
198.244.239.64,198.244.239.79,hosting,FR,AS16276 
198.244.239.80,198.244.243.191,hosting,GB,AS16276 
198.244.243.192,198.244.243.207,hosting,FI,AS16276 
198.244.243.208,198.244.245.71,hosting,GB,AS16276 
198.244.245.72,198.244.245.75,hosting,FR,AS16276 
198.244.245.76,198.244.247.143,hosting,GB,AS16276 
198.244.247.144,198.244.247.147,hosting,PL,AS16276 
198.244.247.148,198.244.247.151,hosting,LT,AS16276 
198.244.247.152,198.244.250.47,hosting,GB,AS16276 
198.244.250.48,198.244.250.55,isp,GB,AS16276 
198.244.250.56,198.244.250.95,hosting,GB,AS16276 
198.244.250.96,198.244.250.111,hosting,FR,AS16276 
198.244.250.112,198.244.250.255,hosting,GB,AS16276 
198.244.251.0,198.244.251.31,hosting,PL,AS16276 
198.244.251.32,198.244.255.255,hosting,GB,AS16276 
