209.212.0.0,209.212.31.255,government,US,AS21669 
209.212.114.209,209.212.114.222,business,ZA,AS16637 
209.212.114.223,209.212.114.225,isp,ZA,AS16637 
209.212.114.226,209.212.114.228,business,ZA,AS16637 
209.212.114.229,209.212.114.229,isp,ZA,AS16637 
209.212.114.230,209.212.114.254,business,ZA,AS16637 
209.212.114.255,209.212.114.255,isp,ZA,AS16637 
209.212.115.0,209.212.115.103,business,ZA,AS16637 
209.212.115.104,209.212.115.123,isp,ZA,AS16637 
209.212.115.124,209.212.115.139,business,ZA,AS16637 
209.212.115.140,209.212.115.143,isp,ZA,AS16637 
209.212.115.144,209.212.116.111,business,ZA,AS16637 
209.212.116.112,209.212.116.131,isp,ZA,AS16637 
209.212.116.132,209.212.116.207,business,ZA,AS16637 
209.212.116.208,209.212.116.215,isp,ZA,AS16637 
209.212.116.216,209.212.116.247,business,ZA,AS16637 
209.212.116.248,209.212.116.255,isp,ZA,AS16637 
209.212.117.0,209.212.118.35,business,ZA,AS16637 
209.212.118.36,209.212.118.39,isp,ZA,AS16637 
209.212.118.40,209.212.118.103,business,ZA,AS16637 
209.212.118.104,209.212.118.111,isp,ZA,AS16637 
209.212.118.112,209.212.118.175,business,ZA,AS16637 
209.212.118.176,209.212.118.191,isp,ZA,AS16637 
209.212.118.192,209.212.119.39,business,ZA,AS16637 
209.212.119.40,209.212.119.47,isp,ZA,AS16637 
209.212.119.48,209.212.120.15,business,ZA,AS16637 
209.212.120.16,209.212.120.95,isp,ZA,AS16637 
209.212.120.96,209.212.120.111,business,ZA,AS16637 
209.212.120.112,209.212.120.143,isp,ZA,AS16637 
209.212.120.144,209.212.120.191,business,ZA,AS16637 
209.212.120.192,209.212.120.207,isp,ZA,AS16637 
209.212.120.208,209.212.121.63,business,ZA,AS16637 
209.212.121.64,209.212.121.79,isp,ZA,AS16637 
209.212.121.80,209.212.121.255,business,ZA,AS16637 
209.212.122.0,209.212.122.3,isp,ZA,AS16637 
209.212.122.4,209.212.122.43,business,ZA,AS16637 
209.212.122.44,209.212.122.47,isp,ZA,AS16637 
209.212.122.48,209.212.122.111,business,ZA,AS16637 
209.212.122.112,209.212.122.115,isp,ZA,AS16637 
209.212.122.116,209.212.122.254,business,ZA,AS16637 
209.212.122.255,209.212.122.255,isp,ZA,AS16637 
209.212.123.0,209.212.123.15,business,ZA,AS16637 
209.212.123.16,209.212.123.19,isp,ZA,AS16637 
209.212.123.20,209.212.123.215,business,ZA,AS16637 
209.212.123.216,209.212.123.219,isp,ZA,AS16637 
209.212.123.220,209.212.123.235,business,ZA,AS16637 
209.212.123.236,209.212.123.239,isp,ZA,AS16637 
209.212.123.240,209.212.126.83,business,ZA,AS16637 
209.212.126.84,209.212.126.84,isp,ZA,AS16637 
209.212.126.85,209.212.126.223,business,ZA,AS16637 
209.212.126.224,209.212.126.255,isp,ZA,AS16637 
209.212.127.0,209.212.127.255,business,ZA,AS16637 
209.212.128.0,209.212.129.23,isp,US,AS11240 
209.212.129.24,209.212.129.31,business,US,AS11240 
209.212.129.32,209.212.129.55,isp,US,AS11240 
209.212.129.56,209.212.129.103,business,US,AS11240 
209.212.129.104,209.212.129.127,isp,US,AS11240 
209.212.129.128,209.212.129.159,education,US,AS11240 
209.212.129.160,209.212.129.175,business,US,AS11240 
209.212.129.176,209.212.129.191,isp,US,AS11240 
209.212.129.192,209.212.129.207,education,US,AS11240 
209.212.129.208,209.212.135.48,isp,US,AS11240 
209.212.135.49,209.212.135.58,business,US,AS11240 
209.212.135.59,209.212.135.95,isp,US,AS11240 
209.212.135.96,209.212.135.103,business,US,AS11240 
209.212.135.104,209.212.135.143,isp,US,AS11240 
209.212.135.144,209.212.135.151,business,US,AS11240 
209.212.135.152,209.212.135.207,isp,US,AS11240 
209.212.135.208,209.212.135.215,business,US,AS11240 
209.212.135.216,209.212.139.103,isp,US,AS11240 
209.212.139.104,209.212.139.111,business,US,AS11240 
209.212.139.112,209.212.139.199,isp,US,AS11240 
209.212.139.200,209.212.139.215,business,US,AS11240 
209.212.139.216,209.212.140.127,isp,US,AS11240 
209.212.140.128,209.212.140.135,business,US,AS11240 
209.212.140.136,209.212.140.161,isp,US,AS11240 
209.212.140.162,209.212.140.167,business,US,AS11240 
209.212.140.168,209.212.143.255,isp,US,AS11240 
209.212.144.0,209.212.144.64,hosting,US,AS32181 
209.212.144.65,209.212.144.86,hosting,,AS32181 
209.212.144.87,209.212.144.87,hosting,US,AS32181 
209.212.144.88,209.212.144.102,hosting,,AS32181 
209.212.144.103,209.212.144.103,hosting,US,AS32181 
209.212.144.104,209.212.144.112,hosting,,AS32181 
209.212.144.113,209.212.144.122,hosting,US,AS32181 
209.212.144.123,209.212.144.124,hosting,,AS32181 
209.212.144.125,209.212.144.128,hosting,US,AS32181 
209.212.144.129,209.212.144.131,hosting,,AS32181 
209.212.144.132,209.212.144.132,hosting,US,AS32181 
209.212.144.133,209.212.144.137,hosting,,AS32181 
209.212.144.138,209.212.144.138,hosting,US,AS32181 
209.212.144.139,209.212.144.149,hosting,,AS32181 
209.212.144.150,209.212.144.150,hosting,US,AS32181 
209.212.144.151,209.212.144.171,hosting,,AS32181 
209.212.144.172,209.212.144.173,hosting,US,AS32181 
209.212.144.174,209.212.144.176,hosting,,AS32181 
209.212.144.177,209.212.145.0,hosting,US,AS32181 
209.212.145.1,209.212.145.15,hosting,,AS32181 
209.212.145.16,209.212.145.16,hosting,US,AS32181 
209.212.145.17,209.212.145.27,hosting,,AS32181 
209.212.145.28,209.212.145.28,hosting,US,AS32181 
209.212.145.29,209.212.145.38,hosting,,AS32181 
209.212.145.39,209.212.145.39,hosting,US,AS32181 
209.212.145.40,209.212.145.48,hosting,,AS32181 
209.212.145.49,209.212.145.64,hosting,US,AS32181 
209.212.145.65,209.212.145.67,hosting,,AS32181 
209.212.145.68,209.212.145.68,hosting,US,AS32181 
209.212.145.69,209.212.145.72,hosting,,AS32181 
209.212.145.73,209.212.145.73,hosting,US,AS32181 
209.212.145.74,209.212.145.81,hosting,,AS32181 
209.212.145.82,209.212.145.82,hosting,US,AS32181 
209.212.145.83,209.212.145.113,hosting,,AS32181 
209.212.145.114,209.212.145.128,hosting,US,AS32181 
209.212.145.129,209.212.145.152,hosting,,AS32181 
209.212.145.153,209.212.145.154,hosting,US,AS32181 
209.212.145.155,209.212.145.176,hosting,,AS32181 
209.212.145.177,209.212.145.192,hosting,US,AS32181 
209.212.145.193,209.212.145.194,hosting,,AS32181 
209.212.145.195,209.212.145.195,hosting,US,AS32181 
209.212.145.196,209.212.145.212,hosting,,AS32181 
209.212.145.213,209.212.145.213,hosting,US,AS32181 
209.212.145.214,209.212.145.240,hosting,,AS32181 
209.212.145.241,209.212.146.0,hosting,US,AS32181 
209.212.146.1,209.212.146.10,hosting,,AS32181 
209.212.146.11,209.212.146.11,hosting,US,AS32181 
209.212.146.12,209.212.146.48,hosting,,AS32181 
209.212.146.49,209.212.146.128,hosting,US,AS32181 
209.212.146.129,209.212.146.135,hosting,,AS32181 
209.212.146.136,209.212.146.136,hosting,US,AS32181 
209.212.146.137,209.212.146.144,hosting,,AS32181 
209.212.146.145,209.212.146.145,hosting,US,AS32181 
209.212.146.146,209.212.146.146,hosting,,AS32181 
209.212.146.147,209.212.146.148,isp,,AS32181 
209.212.146.149,209.212.146.152,hosting,,AS32181 
209.212.146.153,209.212.146.153,isp,,AS32181 
209.212.146.154,209.212.146.154,hosting,US,AS32181 
209.212.146.155,209.212.146.155,hosting,,AS32181 
209.212.146.156,209.212.146.156,hosting,US,AS32181 
209.212.146.157,209.212.146.157,hosting,,AS32181 
209.212.146.158,209.212.146.158,hosting,US,AS32181 
209.212.146.159,209.212.146.188,hosting,,AS32181 
209.212.146.189,209.212.146.189,isp,,AS32181 
209.212.146.190,209.212.146.200,hosting,,AS32181 
209.212.146.201,209.212.146.204,isp,,AS32181 
209.212.146.205,209.212.146.211,hosting,,AS32181 
209.212.146.212,209.212.146.212,isp,,AS32181 
209.212.146.213,209.212.146.218,hosting,,AS32181 
209.212.146.219,209.212.146.219,isp,,AS32181 
209.212.146.220,209.212.146.220,hosting,,AS32181 
209.212.146.221,209.212.146.222,isp,,AS32181 
209.212.146.223,209.212.146.225,hosting,,AS32181 
209.212.146.226,209.212.146.226,isp,,AS32181 
209.212.146.227,209.212.146.235,hosting,,AS32181 
209.212.146.236,209.212.146.236,isp,,AS32181 
209.212.146.237,209.212.146.237,hosting,,AS32181 
209.212.146.238,209.212.146.239,isp,,AS32181 
209.212.146.240,209.212.146.248,hosting,,AS32181 
209.212.146.249,209.212.147.79,hosting,US,AS32181 
209.212.147.80,209.212.147.93,hosting,,AS32181 
209.212.147.94,209.212.147.95,hosting,US,AS32181 
209.212.147.96,209.212.147.127,hosting,,AS32181 
209.212.147.128,209.212.147.255,hosting,US,AS32181 
209.212.148.0,209.212.148.21,hosting,,AS32181 
209.212.148.22,209.212.148.23,hosting,US,AS32181 
209.212.148.24,209.212.148.31,hosting,,AS32181 
209.212.148.32,209.212.148.47,hosting,US,AS32181 
209.212.148.48,209.212.148.63,hosting,,AS32181 
209.212.148.64,209.212.148.119,hosting,US,AS32181 
209.212.148.120,209.212.148.127,hosting,,AS32181 
209.212.148.128,209.212.148.195,hosting,US,AS32181 
209.212.148.196,209.212.148.197,hosting,,AS32181 
209.212.148.198,209.212.149.79,hosting,US,AS32181 
209.212.149.80,209.212.149.87,hosting,,AS32181 
209.212.149.88,209.212.149.239,hosting,US,AS32181 
209.212.149.240,209.212.149.255,hosting,,AS32181 
209.212.150.0,209.212.150.31,hosting,US,AS32181 
209.212.150.32,209.212.150.39,hosting,,AS32181 
209.212.150.40,209.212.150.255,hosting,US,AS32181 
209.212.151.0,209.212.151.7,hosting,,AS32181 
209.212.151.8,209.212.152.161,hosting,US,AS32181 
209.212.152.162,209.212.152.162,hosting,,AS32181 
209.212.152.163,209.212.153.7,hosting,US,AS32181 
209.212.153.8,209.212.153.47,hosting,,AS32181 
209.212.153.48,209.212.153.143,hosting,US,AS32181 
209.212.153.144,209.212.153.151,hosting,,AS32181 
209.212.153.152,209.212.153.199,hosting,US,AS32181 
209.212.153.200,209.212.153.207,hosting,,AS32181 
209.212.153.208,209.212.155.15,hosting,US,AS32181 
209.212.155.16,209.212.155.23,hosting,,AS32181 
209.212.155.24,209.212.155.199,hosting,US,AS32181 
209.212.155.200,209.212.155.207,hosting,,AS32181 
209.212.155.208,209.212.156.111,hosting,US,AS32181 
209.212.156.112,209.212.156.119,isp,,AS32181 
209.212.156.120,209.212.156.207,hosting,US,AS32181 
209.212.156.208,209.212.156.223,hosting,,AS32181 
209.212.156.224,209.212.158.63,hosting,US,AS32181 
209.212.158.64,209.212.158.127,hosting,,AS32181 
209.212.158.128,209.212.159.127,hosting,US,AS32181 
209.212.159.128,209.212.159.255,isp,,AS32181 
209.212.160.0,209.212.161.7,isp,US,AS701 
209.212.161.8,209.212.161.15,business,US,AS701 
209.212.161.16,209.212.161.23,isp,US,AS701 
209.212.161.24,209.212.161.63,business,US,AS701 
209.212.161.64,209.212.161.95,isp,US,AS701 
209.212.161.96,209.212.161.127,business,US,AS701 
209.212.161.128,209.212.161.255,isp,US,AS701 
209.212.162.0,209.212.163.31,business,US,AS701 
209.212.163.32,209.212.164.87,isp,US,AS701 
209.212.164.88,209.212.164.95,business,US,AS701 
209.212.164.96,209.212.164.151,isp,US,AS701 
209.212.164.152,209.212.164.159,business,US,AS701 
209.212.164.160,209.212.165.223,isp,US,AS701 
209.212.165.224,209.212.165.255,business,US,AS701 
209.212.166.0,209.212.166.55,isp,US,AS701 
209.212.166.56,209.212.166.63,business,US,AS701 
209.212.166.64,209.212.167.7,isp,US,AS701 
209.212.167.8,209.212.167.15,business,US,AS701 
209.212.167.16,209.212.167.31,isp,US,AS701 
209.212.167.32,209.212.167.143,business,US,AS701 
209.212.167.144,209.212.167.159,isp,US,AS701 
209.212.167.160,209.212.167.191,business,US,AS701 
209.212.167.192,209.212.167.199,isp,US,AS701 
209.212.167.200,209.212.167.207,business,US,AS701 
209.212.167.208,209.212.167.223,isp,US,AS701 
209.212.167.224,209.212.167.231,business,US,AS701 
209.212.167.232,209.212.167.239,isp,US,AS701 
209.212.167.240,209.212.167.247,business,US,AS701 
209.212.167.248,209.212.167.255,isp,US,AS701 
209.212.168.0,209.212.168.7,business,US,AS701 
209.212.168.8,209.212.168.15,isp,US,AS701 
209.212.168.16,209.212.168.39,business,US,AS701 
209.212.168.40,209.212.168.63,isp,US,AS701 
209.212.168.64,209.212.168.127,business,US,AS701 
209.212.168.128,209.212.168.255,isp,US,AS701 
209.212.169.0,209.212.169.31,business,US,AS701 
209.212.169.32,209.212.169.95,isp,US,AS701 
209.212.169.96,209.212.169.103,business,US,AS701 
209.212.169.104,209.212.169.255,isp,US,AS701 
209.212.170.0,209.212.170.7,business,US,AS701 
209.212.170.8,209.212.170.15,isp,US,AS701 
209.212.170.16,209.212.170.23,business,US,AS701 
209.212.170.24,209.212.170.55,isp,US,AS701 
209.212.170.56,209.212.170.167,business,US,AS701 
209.212.170.168,209.212.170.191,isp,US,AS701 
209.212.170.192,209.212.170.255,business,US,AS701 
209.212.171.0,209.212.171.71,isp,US,AS701 
209.212.171.72,209.212.171.79,business,US,AS701 
209.212.171.80,209.212.171.191,isp,US,AS701 
209.212.171.192,209.212.171.255,business,US,AS701 
209.212.172.0,209.212.175.255,isp,US,AS701 
209.212.176.0,209.212.176.255,business,US,AS701 
209.212.177.0,209.212.178.71,isp,US,AS701 
209.212.178.72,209.212.178.79,business,US,AS701 
209.212.178.80,209.212.178.95,isp,US,AS701 
209.212.178.96,209.212.178.127,business,US,AS701 
209.212.178.128,209.212.178.191,isp,US,AS701 
209.212.178.192,209.212.178.207,business,US,AS701 
209.212.178.208,209.212.178.223,isp,US,AS701 
209.212.178.224,209.212.179.15,business,US,AS701 
209.212.179.16,209.212.179.31,isp,US,AS701 
209.212.179.32,209.212.179.47,business,US,AS701 
209.212.179.48,209.212.179.55,isp,US,AS701 
209.212.179.56,209.212.179.63,business,US,AS701 
209.212.179.64,209.212.179.79,isp,US,AS701 
209.212.179.80,209.212.179.95,business,US,AS701 
209.212.179.96,209.212.179.103,isp,US,AS701 
209.212.179.104,209.212.179.159,business,US,AS701 
209.212.179.160,209.212.179.191,isp,US,AS701 
209.212.179.192,209.212.179.231,business,US,AS701 
209.212.179.232,209.212.180.7,isp,US,AS701 
209.212.180.8,209.212.180.15,business,US,AS701 
209.212.180.16,209.212.180.55,isp,US,AS701 
209.212.180.56,209.212.180.127,business,US,AS701 
209.212.180.128,209.212.180.223,isp,US,AS701 
209.212.180.224,209.212.181.7,business,US,AS701 
209.212.181.8,209.212.181.23,isp,US,AS701 
209.212.181.24,209.212.181.31,business,US,AS701 
209.212.181.32,209.212.181.63,isp,US,AS701 
209.212.181.64,209.212.181.127,business,US,AS701 
209.212.181.128,209.212.181.143,isp,US,AS701 
209.212.181.144,209.212.181.159,business,US,AS701 
209.212.181.160,209.212.181.191,isp,US,AS701 
209.212.181.192,209.212.181.255,business,US,AS701 
209.212.182.0,209.212.182.55,isp,US,AS701 
209.212.182.56,209.212.182.151,business,US,AS701 
209.212.182.152,209.212.182.175,isp,US,AS701 
209.212.182.176,209.212.182.183,business,US,AS701 
209.212.182.184,209.212.182.223,isp,US,AS701 
209.212.182.224,209.212.182.255,business,US,AS701 
209.212.183.0,209.212.183.31,isp,US,AS701 
209.212.183.32,209.212.183.47,business,US,AS701 
209.212.183.48,209.212.183.63,isp,US,AS701 
209.212.183.64,209.212.184.31,business,US,AS701 
209.212.184.32,209.212.184.63,isp,US,AS701 
209.212.184.64,209.212.184.95,business,US,AS701 
209.212.184.96,209.212.184.103,isp,US,AS701 
209.212.184.104,209.212.184.191,business,US,AS701 
209.212.184.192,209.212.184.255,isp,US,AS701 
209.212.185.0,209.212.185.7,business,US,AS701 
209.212.185.8,209.212.185.63,isp,US,AS701 
209.212.185.64,209.212.185.95,business,US,AS701 
209.212.185.96,209.212.185.191,isp,US,AS701 
209.212.185.192,209.212.185.207,business,US,AS701 
209.212.185.208,209.212.186.15,isp,US,AS701 
209.212.186.16,209.212.186.31,business,US,AS701 
209.212.186.32,209.212.186.159,isp,US,AS701 
209.212.186.160,209.212.186.175,business,US,AS701 
209.212.186.176,209.212.186.191,isp,US,AS701 
209.212.186.192,209.212.186.223,business,US,AS701 
209.212.186.224,209.212.187.63,isp,US,AS701 
209.212.187.64,209.212.187.159,business,US,AS701 
209.212.187.160,209.212.187.191,isp,US,AS701 
209.212.187.192,209.212.188.15,business,US,AS701 
209.212.188.16,209.212.188.39,isp,US,AS701 
209.212.188.40,209.212.188.47,business,US,AS701 
209.212.188.48,209.212.188.95,isp,US,AS701 
209.212.188.96,209.212.188.111,education,US,AS701 
209.212.188.112,209.212.188.119,isp,US,AS701 
209.212.188.120,209.212.188.127,business,US,AS701 
209.212.188.128,209.212.188.223,isp,US,AS701 
209.212.188.224,209.212.188.239,business,US,AS701 
209.212.188.240,209.212.188.247,isp,US,AS701 
209.212.188.248,209.212.188.255,education,US,AS701 
209.212.189.0,209.212.189.111,isp,US,AS701 
209.212.189.112,209.212.189.119,business,US,AS701 
209.212.189.120,209.212.189.127,isp,US,AS701 
209.212.189.128,209.212.189.223,business,US,AS701 
209.212.189.224,209.212.190.47,isp,US,AS701 
209.212.190.48,209.212.190.55,business,US,AS701 
209.212.190.56,209.212.190.255,isp,US,AS701 
209.212.191.0,209.212.191.31,business,US,AS701 
209.212.191.32,209.212.191.63,isp,US,AS701 
209.212.191.64,209.212.191.95,business,US,AS701 
209.212.191.96,209.212.191.127,education,US,AS701 
209.212.191.128,209.212.191.255,isp,US,AS701 
209.212.192.0,209.212.223.255,isp,MV,AS7642 
209.212.224.0,209.212.239.255,isp,US,AS2914 
209.212.240.0,209.212.240.63,hosting,US,AS30059 
209.212.240.64,209.212.240.79,business,US,AS30059 
209.212.240.80,209.212.240.159,hosting,US,AS30059 
209.212.240.160,209.212.240.207,business,US,AS30059 
209.212.240.208,209.212.240.215,hosting,US,AS30059 
209.212.240.216,209.212.240.223,business,US,AS30059 
209.212.240.224,209.212.242.79,hosting,US,AS30059 
209.212.242.80,209.212.242.127,business,US,AS30059 
209.212.242.128,209.212.242.143,hosting,US,AS30059 
209.212.242.144,209.212.242.159,business,US,AS30059 
209.212.242.160,209.212.242.191,hosting,US,AS30059 
209.212.242.192,209.212.242.207,business,US,AS30059 
209.212.242.208,209.212.242.255,hosting,US,AS30059 
209.212.243.0,209.212.243.15,business,US,AS30059 
209.212.243.16,209.212.243.23,hosting,US,AS30059 
209.212.243.24,209.212.243.39,business,US,AS30059 
209.212.243.40,209.212.245.127,hosting,US,AS30059 
209.212.245.128,209.212.245.191,business,US,AS30059 
209.212.245.192,209.212.255.255,hosting,US,AS30059 
