94.102.0.0,94.102.9.255,hosting,TR,AS51559 
94.102.147.136,94.102.147.143,hosting,IT,AS34920 
94.102.147.144,94.102.148.95,hosting,GB,AS34920 
94.102.148.96,94.102.148.103,hosting,MT,AS34920 
94.102.148.104,94.102.148.119,hosting,GB,AS34920 
94.102.148.120,94.102.148.135,hosting,MT,AS34920 
94.102.148.136,94.102.149.103,hosting,GB,AS34920 
94.102.149.104,94.102.149.111,hosting,MT,AS34920 
94.102.149.112,94.102.149.175,hosting,GB,AS34920 
94.102.149.176,94.102.149.183,hosting,MT,AS34920 
94.102.149.184,94.102.149.223,hosting,GB,AS34920 
94.102.149.224,94.102.149.231,hosting,IT,AS34920 
94.102.149.232,94.102.150.31,hosting,GB,AS34920 
94.102.150.32,94.102.150.39,hosting,MT,AS34920 
94.102.150.40,94.102.150.255,hosting,GB,AS34920 
94.102.151.0,94.102.151.15,business,GB,AS34920 
94.102.151.16,94.102.151.23,hosting,GB,AS34920 
94.102.151.24,94.102.151.39,business,GB,AS34920 
94.102.151.40,94.102.151.47,business,IT,AS34920 
94.102.151.48,94.102.151.63,business,GB,AS34920 
94.102.151.64,94.102.151.79,hosting,GB,AS34920 
94.102.151.80,94.102.151.95,business,GB,AS34920 
94.102.151.96,94.102.151.103,business,MT,AS34920 
94.102.151.104,94.102.151.127,business,GB,AS34920 
94.102.151.128,94.102.151.135,business,MT,AS34920 
94.102.151.136,94.102.151.143,business,GB,AS34920 
94.102.151.144,94.102.151.151,hosting,GB,AS34920 
94.102.151.152,94.102.151.183,business,GB,AS34920 
94.102.151.184,94.102.151.191,hosting,GB,AS34920 
94.102.151.192,94.102.151.215,business,GB,AS34920 
94.102.151.216,94.102.151.223,hosting,GB,AS34920 
94.102.151.224,94.102.151.231,business,MT,AS34920 
94.102.151.232,94.102.151.239,business,IT,AS34920 
94.102.151.240,94.102.151.255,business,GB,AS34920 
94.102.152.0,94.102.152.255,hosting,GB,AS34920 
94.102.153.0,94.102.153.15,business,GB,AS34920 
94.102.153.16,94.102.153.47,hosting,GB,AS34920 
94.102.153.48,94.102.153.63,business,GB,AS34920 
94.102.153.64,94.102.153.79,hosting,GB,AS34920 
94.102.153.80,94.102.153.95,business,GB,AS34920 
94.102.153.96,94.102.153.103,hosting,GB,AS34920 
94.102.153.104,94.102.153.119,business,GB,AS34920 
94.102.153.120,94.102.153.143,hosting,GB,AS34920 
94.102.153.144,94.102.153.159,business,GB,AS34920 
94.102.153.160,94.102.153.167,hosting,GB,AS34920 
94.102.153.168,94.102.153.175,business,MT,AS34920 
94.102.153.176,94.102.153.183,business,GB,AS34920 
94.102.153.184,94.102.153.191,hosting,GB,AS34920 
94.102.153.192,94.102.153.207,business,GB,AS34920 
94.102.153.208,94.102.153.239,hosting,GB,AS34920 
94.102.153.240,94.102.154.15,business,GB,AS34920 
94.102.154.16,94.102.154.23,business,IT,AS34920 
94.102.154.24,94.102.154.31,business,GB,AS34920 
94.102.154.32,94.102.154.39,business,IT,AS34920 
94.102.154.40,94.102.154.63,hosting,GB,AS34920 
94.102.154.64,94.102.154.79,business,GB,AS34920 
94.102.154.80,94.102.154.87,business,MT,AS34920 
94.102.154.88,94.102.154.95,hosting,GB,AS34920 
94.102.154.96,94.102.154.103,business,MT,AS34920 
94.102.154.104,94.102.154.111,hosting,GB,AS34920 
94.102.154.112,94.102.154.135,business,GB,AS34920 
94.102.154.136,94.102.154.143,business,MT,AS34920 
94.102.154.144,94.102.154.175,business,GB,AS34920 
94.102.154.176,94.102.154.183,hosting,GB,AS34920 
94.102.154.184,94.102.154.191,business,GB,AS34920 
94.102.154.192,94.102.154.207,hosting,GB,AS34920 
94.102.154.208,94.102.154.255,business,GB,AS34920 
94.102.155.0,94.102.155.239,hosting,GB,AS34920 
94.102.155.240,94.102.155.247,hosting,MT,AS34920 
94.102.155.248,94.102.155.255,hosting,GB,AS34920 
94.102.156.0,94.102.156.7,hosting,MT,AS34920 
94.102.156.8,94.102.156.39,hosting,GB,AS34920 
94.102.156.40,94.102.156.47,hosting,MT,AS34920 
94.102.156.48,94.102.156.111,hosting,GB,AS34920 
94.102.156.112,94.102.156.119,hosting,MT,AS34920 
94.102.156.120,94.102.158.135,hosting,GB,AS34920 
94.102.158.136,94.102.158.143,hosting,MT,AS34920 
94.102.158.144,94.102.159.31,hosting,GB,AS34920 
94.102.159.32,94.102.159.63,business,GB,AS34920 
94.102.159.64,94.102.159.143,hosting,GB,AS34920 
94.102.159.144,94.102.159.175,business,GB,AS34920 
94.102.159.176,94.102.159.223,hosting,GB,AS34920 
94.102.159.224,94.102.159.255,business,GB,AS34920 
94.102.160.0,94.102.175.255,isp,BE,AS6774 
94.102.176.0,94.102.191.255,isp,TM,AS47899 
94.102.192.0,94.102.207.255,isp,IE,AS47942 
94.102.208.0,94.102.215.255,hosting,DE,AS25504 
94.102.216.0,94.102.219.255,business,DE,AS25504 
94.102.220.0,94.102.221.255,hosting,DE,AS25504 
94.102.222.0,94.102.222.255,business,DE,AS25504 
94.102.223.0,94.102.223.31,hosting,AT,AS25504 
94.102.223.32,94.102.223.255,hosting,DE,AS25504 
94.102.224.0,94.102.233.111,isp,ME,AS47881 
94.102.233.112,94.102.233.119,business,ME,AS47881 
94.102.233.120,94.102.234.71,isp,ME,AS47881 
94.102.234.72,94.102.234.79,business,ME,AS47881 
94.102.234.80,94.102.235.39,isp,ME,AS47881 
94.102.235.40,94.102.235.47,business,ME,AS47881 
94.102.235.48,94.102.236.215,isp,ME,AS47881 
94.102.236.216,94.102.236.219,business,ME,AS47881 
94.102.236.220,94.102.239.255,isp,ME,AS47881 
94.102.240.0,94.102.255.255,business,GB,AS25562 
