94.199.0.0,94.199.0.255,hosting,IR 
94.199.117.176,94.199.117.223,business,FI 
94.199.117.224,94.199.117.239,hosting,FI 
94.199.117.240,94.199.118.31,business,FI 
94.199.118.32,94.199.118.111,hosting,FI 
94.199.118.112,94.199.118.227,business,FI 
94.199.118.228,94.199.118.239,hosting,FI 
94.199.118.240,94.199.118.251,business,FI 
94.199.118.252,94.199.119.255,hosting,FI 
94.199.120.0,94.199.127.255,isp,FR 
94.199.128.0,94.199.128.15,business,GB 
94.199.128.16,94.199.128.31,hosting,NO 
94.199.128.32,94.199.128.39,hosting,GB 
94.199.128.40,94.199.128.43,hosting,NL 
94.199.128.44,94.199.128.45,business,GB 
94.199.128.46,94.199.128.47,hosting,NO 
94.199.128.48,94.199.128.53,hosting,GB 
94.199.128.54,94.199.128.54,hosting,NO 
94.199.128.55,94.199.128.71,hosting,GB 
94.199.128.72,94.199.128.79,hosting,IT 
94.199.128.80,94.199.128.119,hosting,GB 
94.199.128.120,94.199.128.121,hosting,IT 
94.199.128.122,94.199.128.195,hosting,GB 
94.199.128.196,94.199.128.197,hosting,IT 
94.199.128.198,94.199.128.199,hosting,GB 
94.199.128.200,94.199.128.201,hosting,IT 
94.199.128.202,94.199.128.203,hosting,AT 
94.199.128.204,94.199.128.207,hosting,GB 
94.199.128.208,94.199.128.211,hosting,FR 
94.199.128.212,94.199.128.217,hosting,DE 
94.199.128.218,94.199.128.223,hosting,GB 
94.199.128.224,94.199.128.231,hosting,AT 
94.199.128.232,94.199.129.55,hosting,GB 
94.199.129.56,94.199.129.59,hosting,IE 
94.199.129.60,94.199.129.75,hosting,GB 
94.199.129.76,94.199.129.77,hosting,FR 
94.199.129.78,94.199.129.79,hosting,NL 
94.199.129.80,94.199.129.215,hosting,GB 
94.199.129.216,94.199.129.217,hosting,BE 
94.199.129.218,94.199.129.219,hosting,GB 
94.199.129.220,94.199.129.221,hosting,NL 
94.199.129.222,94.199.130.255,hosting,GB 
94.199.131.0,94.199.131.7,hosting,FR 
94.199.131.8,94.199.131.15,hosting,GB 
94.199.131.16,94.199.131.19,hosting,FR 
94.199.131.20,94.199.131.23,hosting,BE 
94.199.131.24,94.199.131.27,hosting,ES 
94.199.131.28,94.199.131.29,hosting,GB 
94.199.131.30,94.199.131.31,hosting,PL 
94.199.131.32,94.199.131.33,hosting,GB 
94.199.131.34,94.199.131.35,hosting,DE 
94.199.131.36,94.199.131.37,hosting,GB 
94.199.131.38,94.199.131.39,hosting,IT 
94.199.131.40,94.199.131.41,hosting,NL 
94.199.131.42,94.199.131.49,hosting,GB 
94.199.131.50,94.199.131.51,hosting,RO 
94.199.131.52,94.199.131.59,hosting,GB 
94.199.131.60,94.199.131.63,hosting,CH 
94.199.131.64,94.199.131.95,hosting,DE 
94.199.131.96,94.199.131.97,hosting,PL 
94.199.131.98,94.199.131.99,hosting,GB 
94.199.131.100,94.199.131.101,hosting,JE 
94.199.131.102,94.199.131.103,hosting,FR 
94.199.131.104,94.199.131.105,hosting,GB 
94.199.131.106,94.199.131.107,hosting,DE 
94.199.131.108,94.199.131.109,hosting,ES 
94.199.131.110,94.199.131.111,hosting,US 
94.199.131.112,94.199.131.113,hosting,FR 
94.199.131.114,94.199.131.115,hosting,NL 
94.199.131.116,94.199.131.117,hosting,FR 
94.199.131.118,94.199.131.119,hosting,NL 
94.199.131.120,94.199.131.121,hosting,FR 
94.199.131.122,94.199.131.125,hosting,NL 
94.199.131.126,94.199.131.127,hosting,IT 
94.199.131.128,94.199.131.135,hosting,GB 
94.199.131.136,94.199.131.143,hosting,CH 
94.199.131.144,94.199.131.147,hosting,DE 
94.199.131.148,94.199.131.151,hosting,CH 
94.199.131.152,94.199.131.153,hosting,PL 
94.199.131.154,94.199.131.155,hosting,FR 
94.199.131.156,94.199.131.159,hosting,PL 
94.199.131.160,94.199.131.163,hosting,FR 
94.199.131.164,94.199.131.175,hosting,LU 
94.199.131.176,94.199.131.179,hosting,IL 
94.199.131.180,94.199.131.183,hosting,NL 
94.199.131.184,94.199.131.189,hosting,FR 
94.199.131.190,94.199.131.193,hosting,GB 
94.199.131.194,94.199.131.199,hosting,ES 
94.199.131.200,94.199.131.203,hosting,FR 
94.199.131.204,94.199.131.205,hosting,NL 
94.199.131.206,94.199.131.207,hosting,PL 
94.199.131.208,94.199.131.223,business,GB 
94.199.131.224,94.199.131.231,hosting,GB 
94.199.131.232,94.199.131.239,hosting,CH 
94.199.131.240,94.199.131.247,hosting,NL 
94.199.131.248,94.199.131.254,hosting,IT 
94.199.131.255,94.199.131.255,hosting,GB 
94.199.132.0,94.199.132.255,hosting,NL 
94.199.133.0,94.199.133.35,hosting,DE 
94.199.133.36,94.199.133.39,hosting,GB 
94.199.133.40,94.199.133.40,hosting,CZ 
94.199.133.41,94.199.133.63,hosting,GB 
94.199.133.64,94.199.133.71,hosting,IE 
94.199.133.72,94.199.133.79,hosting,DE 
94.199.133.80,94.199.133.80,hosting,GB 
94.199.133.81,94.199.133.94,hosting,FR 
94.199.133.95,94.199.133.105,hosting,GB 
94.199.133.106,94.199.133.107,hosting,BE 
94.199.133.108,94.199.133.111,hosting,GB 
94.199.133.112,94.199.133.119,hosting,IE 
94.199.133.120,94.199.133.127,hosting,ES 
94.199.133.128,94.199.133.197,hosting,GB 
94.199.133.198,94.199.133.199,hosting,ZA 
94.199.133.200,94.199.133.213,hosting,GB 
94.199.133.214,94.199.133.215,hosting,PL 
94.199.133.216,94.199.134.255,hosting,GB 
94.199.135.0,94.199.135.1,hosting,IT 
94.199.135.2,94.199.135.3,hosting,GB 
94.199.135.4,94.199.135.5,hosting,IE 
94.199.135.6,94.199.135.9,hosting,NL 
94.199.135.10,94.199.135.11,hosting,DK 
94.199.135.12,94.199.135.15,hosting,GB 
94.199.135.16,94.199.135.21,hosting,FR 
94.199.135.22,94.199.135.25,hosting,DE 
94.199.135.26,94.199.135.27,hosting,GB 
94.199.135.28,94.199.135.31,hosting,IT 
94.199.135.32,94.199.135.43,hosting,GB 
94.199.135.44,94.199.135.47,hosting,FR 
94.199.135.48,94.199.135.55,hosting,GB 
94.199.135.56,94.199.135.71,hosting,GH 
94.199.135.72,94.199.135.73,hosting,NL 
94.199.135.74,94.199.135.75,hosting,GB 
94.199.135.76,94.199.135.79,hosting,ES 
94.199.135.80,94.199.135.83,hosting,KY 
94.199.135.84,94.199.135.85,hosting,CH 
94.199.135.86,94.199.135.87,hosting,NL 
94.199.135.88,94.199.135.89,hosting,DE 
94.199.135.90,94.199.135.93,hosting,IT 
94.199.135.94,94.199.135.95,hosting,DE 
94.199.135.96,94.199.135.111,hosting,NL 
94.199.135.112,94.199.135.115,hosting,GB 
94.199.135.116,94.199.135.119,hosting,IT 
94.199.135.120,94.199.135.123,hosting,GB 
94.199.135.124,94.199.135.127,hosting,AT 
94.199.135.128,94.199.135.161,hosting,DE 
94.199.135.162,94.199.135.163,hosting,GB 
94.199.135.164,94.199.135.167,hosting,SE 
94.199.135.168,94.199.135.169,hosting,RO 
94.199.135.170,94.199.135.171,hosting,GB 
94.199.135.172,94.199.135.193,hosting,DE 
94.199.135.194,94.199.135.195,hosting,GB 
94.199.135.196,94.199.135.197,hosting,IT 
94.199.135.198,94.199.135.199,hosting,CH 
94.199.135.200,94.199.135.207,hosting,GB 
94.199.135.208,94.199.135.215,hosting,SE 
94.199.135.216,94.199.135.239,hosting,GB 
94.199.135.240,94.199.135.241,hosting,CH 
94.199.135.242,94.199.135.243,hosting,DE 
94.199.135.244,94.199.135.247,hosting,CH 
94.199.135.248,94.199.135.251,hosting,GB 
94.199.135.252,94.199.135.253,hosting,CH 
94.199.135.254,94.199.135.255,hosting,DE 
94.199.136.0,94.199.139.255,education,IR 
94.199.140.0,94.199.144.255,business,GB 
94.199.145.0,94.199.151.47,hosting,GB 
94.199.151.48,94.199.151.63,business,GB 
94.199.151.64,94.199.151.255,hosting,GB 
94.199.152.0,94.199.153.255,business,FR 
94.199.154.0,94.199.159.255,hosting,FR 
94.199.160.0,94.199.161.255,isp,UA 
94.199.162.0,94.199.167.255,business,UA 
94.199.168.0,94.199.169.191,business,AT 
94.199.169.192,94.199.169.207,education,AT 
94.199.169.208,94.199.170.127,business,AT 
94.199.170.128,94.199.170.135,education,AT 
94.199.170.136,94.199.172.63,business,AT 
94.199.172.64,94.199.172.71,isp,AT 
94.199.172.72,94.199.174.119,business,AT 
94.199.174.120,94.199.174.127,hosting,AT 
94.199.174.128,94.199.175.39,business,AT 
94.199.175.40,94.199.175.47,business,LI 
94.199.175.48,94.199.175.255,business,AT 
94.199.176.0,94.199.177.255,business,HU 
94.199.178.0,94.199.183.255,hosting,HU 
94.199.184.0,94.199.185.159,business,GB 
94.199.185.160,94.199.185.167,hosting,GB 
94.199.185.168,94.199.186.175,business,GB 
94.199.186.176,94.199.186.191,hosting,GB 
94.199.186.192,94.199.187.63,business,GB 
94.199.187.64,94.199.187.79,hosting,GB 
94.199.187.80,94.199.188.255,business,GB 
94.199.189.0,94.199.190.255,hosting,GB 
94.199.191.0,94.199.191.255,business,GB 
94.199.192.0,94.199.192.39,isp,CZ 
94.199.192.40,94.199.192.47,business,CZ 
94.199.192.48,94.199.199.255,isp,CZ 
94.199.200.0,94.199.207.255,hosting,TR 
94.199.208.0,94.199.211.255,isp,DE 
94.199.212.0,94.199.213.79,hosting,DE 
94.199.213.80,94.199.213.95,hosting,DZ 
94.199.213.96,94.199.215.255,hosting,DE 
94.199.216.0,94.199.221.255,business,RU 
94.199.222.0,94.199.223.255,isp,RU 
94.199.224.0,94.199.231.255,isp,IE 
94.199.232.0,94.199.236.63,hosting,GB 
94.199.236.64,94.199.236.79,business,GB 
94.199.236.80,94.199.239.255,hosting,GB 
94.199.240.0,94.199.242.255,hosting,DE 
94.199.243.0,94.199.244.127,business,DE 
94.199.244.128,94.199.244.255,hosting,DE 
94.199.245.0,94.199.245.255,business,DE 
94.199.246.0,94.199.247.255,hosting,DE 
94.199.248.0,94.199.255.255,hosting,NL 
