199.182.0.0,199.182.47.255,business,US,AS12041 
199.182.188.0,199.182.189.0,hosting,US,AS40460 
199.182.189.1,199.182.189.80,business,US,AS40460 
199.182.189.81,199.182.189.96,hosting,US,AS40460 
199.182.189.97,199.182.189.128,business,US,AS40460 
199.182.189.129,199.182.191.255,hosting,US,AS40460 
199.182.192.0,199.182.194.255,business,TC,AS396357 
199.182.195.0,199.182.195.255,isp,VG,AS396357 
199.182.196.0,199.182.199.255,business,US,AS12225 
199.182.200.0,199.182.200.255,business,US,AS25899 
199.182.201.0,199.182.203.255,isp,US,AS55246 
199.182.204.0,199.182.204.255,isp,CA,AS198862 
199.182.205.0,199.182.205.255,business,US, 
199.182.206.0,199.182.206.255,business,US,AS396534 
199.182.207.0,199.182.207.255,business,US,AS394687 
199.182.208.0,199.182.212.191,isp,US,AS16816 
199.182.212.192,199.182.212.207,business,US,AS16816 
199.182.212.208,199.182.212.215,isp,US,AS16816 
199.182.212.216,199.182.212.231,business,US,AS16816 
199.182.212.232,199.182.214.63,isp,US,AS16816 
199.182.214.64,199.182.214.79,business,US,AS16816 
199.182.214.80,199.182.214.95,isp,US,AS16816 
199.182.214.96,199.182.214.135,business,US,AS16816 
199.182.214.136,199.182.214.151,isp,US,AS16816 
199.182.214.152,199.182.214.175,business,US,AS16816 
199.182.214.176,199.182.214.183,isp,US,AS16816 
199.182.214.184,199.182.214.191,business,US,AS16816 
199.182.214.192,199.182.214.207,isp,US,AS16816 
199.182.214.208,199.182.214.223,business,US,AS16816 
199.182.214.224,199.182.214.231,isp,US,AS16816 
199.182.214.232,199.182.214.239,business,US,AS16816 
199.182.214.240,199.182.215.151,isp,US,AS16816 
199.182.215.152,199.182.215.159,business,US,AS16816 
199.182.215.160,199.182.215.167,isp,US,AS16816 
199.182.215.168,199.182.215.191,business,US,AS16816 
199.182.215.192,199.182.215.207,isp,US,AS16816 
199.182.215.208,199.182.215.223,business,US,AS16816 
199.182.215.224,199.182.215.239,isp,US,AS16816 
199.182.215.240,199.182.215.247,business,US,AS16816 
199.182.215.248,199.182.215.255,isp,US,AS16816 
199.182.216.0,199.182.219.255,business,CA,AS54652 
199.182.220.0,199.182.220.127,business,CA,AS19171 
199.182.220.128,199.182.220.159,isp,CA,AS19171 
199.182.220.160,199.182.220.167,business,CA,AS19171 
199.182.220.168,199.182.220.191,isp,CA,AS19171 
199.182.220.192,199.182.220.223,business,CA,AS19171 
199.182.220.224,199.182.220.239,isp,CA,AS19171 
199.182.220.240,199.182.220.243,business,CA,AS19171 
199.182.220.244,199.182.220.247,isp,CA,AS19171 
199.182.220.248,199.182.220.251,business,CA,AS19171 
199.182.220.252,199.182.220.255,isp,CA,AS19171 
199.182.221.0,199.182.221.15,business,CA,AS19171 
199.182.221.16,199.182.221.207,isp,CA,AS19171 
199.182.221.208,199.182.221.215,business,CA,AS19171 
199.182.221.216,199.182.222.191,isp,CA,AS19171 
199.182.222.192,199.182.222.195,business,CA,AS19171 
199.182.222.196,199.182.222.199,isp,CA,AS19171 
199.182.222.200,199.182.222.207,business,CA,AS19171 
199.182.222.208,199.182.222.211,isp,CA,AS19171 
199.182.222.212,199.182.222.215,business,CA,AS19171 
199.182.222.216,199.182.222.223,isp,CA,AS19171 
199.182.222.224,199.182.222.239,business,CA,AS19171 
199.182.222.240,199.182.222.255,isp,CA,AS19171 
199.182.223.0,199.182.223.7,business,US,AS19171 
199.182.223.8,199.182.223.23,isp,CA,AS19171 
199.182.223.24,199.182.223.31,business,CA,AS19171 
199.182.223.32,199.182.223.63,isp,CA,AS19171 
199.182.223.64,199.182.223.71,business,CA,AS19171 
199.182.223.72,199.182.223.95,isp,CA,AS19171 
199.182.223.96,199.182.223.99,business,CA,AS19171 
199.182.223.100,199.182.223.107,isp,CA,AS19171 
199.182.223.108,199.182.223.111,business,CA,AS19171 
199.182.223.112,199.182.223.119,isp,CA,AS19171 
199.182.223.120,199.182.223.123,business,CA,AS19171 
199.182.223.124,199.182.223.255,isp,CA,AS19171 
199.182.224.0,199.182.231.255,isp,US,AS54634 
199.182.232.0,199.182.239.255,hosting,DE,AS21859 
199.182.240.0,199.183.15.255,business,US, 
