128.204.0.0,128.204.63.255,isp,RU,AS12714 
128.204.196.9,128.204.196.230,hosting,NL,AS62370 
128.204.196.231,128.204.196.231,business,NL,AS62370 
128.204.196.232,128.204.199.6,hosting,NL,AS62370 
128.204.199.7,128.204.199.7,hosting,IN,AS62370 
128.204.199.8,128.204.199.14,hosting,NL,AS62370 
128.204.199.15,128.204.199.15,hosting,IN,AS62370 
128.204.199.16,128.204.199.37,hosting,NL,AS62370 
128.204.199.38,128.204.199.38,hosting,IN,AS62370 
128.204.199.39,128.204.199.226,hosting,NL,AS62370 
128.204.199.227,128.204.199.227,hosting,IN,AS62370 
128.204.199.228,128.204.202.16,hosting,NL,AS62370 
128.204.202.17,128.204.202.17,isp,GB,AS62370 
128.204.202.18,128.204.203.102,hosting,NL,AS62370 
128.204.203.103,128.204.203.103,business,NL,AS62370 
128.204.203.104,128.204.204.18,hosting,NL,AS62370 
128.204.204.19,128.204.204.19,isp,NL,AS62370 
128.204.204.20,128.204.207.214,hosting,NL,AS62370 
128.204.207.215,128.204.207.215,business,NL,AS62370 
128.204.207.216,128.204.207.255,hosting,NL,AS62370 
128.204.208.0,128.204.215.255,hosting,FR,AS8304 
128.204.216.0,128.204.223.255,hosting,PL,AS57367 
128.204.224.0,128.204.232.255,business,FR,AS29075 
128.204.233.0,128.204.233.255,hosting,FR,AS29075 
128.204.234.0,128.204.239.255,business,FR,AS29075 
128.204.240.0,128.204.255.255,isp,SA,AS35753 
