143.137.0.0,143.137.7.251,isp,BR 
143.137.196.0,143.137.204.15,isp,BR 
143.137.204.16,143.137.204.19,business,BR 
143.137.204.20,143.137.204.23,isp,BR 
143.137.204.24,143.137.204.27,business,BR 
143.137.204.28,143.137.204.31,isp,BR 
143.137.204.32,143.137.204.35,business,BR 
143.137.204.36,143.137.204.47,isp,BR 
143.137.204.48,143.137.204.51,business,BR 
143.137.204.52,143.137.204.63,isp,BR 
143.137.204.64,143.137.204.67,business,BR 
143.137.204.68,143.137.204.71,isp,BR 
143.137.204.72,143.137.204.79,business,BR 
143.137.204.80,143.137.204.91,isp,BR 
143.137.204.92,143.137.204.95,business,BR 
143.137.204.96,143.137.204.119,isp,BR 
143.137.204.120,143.137.204.131,business,BR 
143.137.204.132,143.137.204.143,isp,BR 
143.137.204.144,143.137.204.147,business,BR 
143.137.204.148,143.137.204.155,isp,BR 
143.137.204.156,143.137.204.167,business,BR 
143.137.204.168,143.137.204.175,isp,BR 
143.137.204.176,143.137.204.183,business,BR 
143.137.204.184,143.137.204.223,isp,BR 
143.137.204.224,143.137.204.231,business,BR 
143.137.204.232,143.137.204.235,isp,BR 
143.137.204.236,143.137.204.239,business,BR 
143.137.204.240,143.137.204.247,isp,BR 
143.137.204.248,143.137.204.255,business,BR 
143.137.205.0,143.137.205.19,isp,BR 
143.137.205.20,143.137.205.23,business,BR 
143.137.205.24,143.137.205.55,isp,BR 
143.137.205.56,143.137.205.63,business,BR 
143.137.205.64,143.137.205.123,isp,BR 
143.137.205.124,143.137.205.151,business,BR 
143.137.205.152,143.137.205.187,isp,BR 
143.137.205.188,143.137.205.191,business,BR 
143.137.205.192,143.137.205.203,isp,BR 
143.137.205.204,143.137.205.223,business,BR 
143.137.205.224,143.137.205.231,isp,BR 
143.137.205.232,143.137.205.239,business,BR 
143.137.205.240,143.137.205.247,isp,BR 
143.137.205.248,143.137.205.255,business,BR 
143.137.206.0,143.137.206.111,isp,BR 
143.137.206.112,143.137.206.127,business,BR 
143.137.206.128,143.137.207.13,isp,BR 
143.137.207.14,143.137.207.14,business,BR 
143.137.207.15,143.137.207.15,isp,BR 
143.137.207.16,143.137.207.16,business,BR 
143.137.207.17,143.137.207.32,isp,BR 
143.137.207.33,143.137.207.33,business,BR 
143.137.207.34,143.137.207.51,isp,BR 
143.137.207.52,143.137.207.53,business,BR 
143.137.207.54,143.137.207.54,isp,BR 
143.137.207.55,143.137.207.55,business,BR 
143.137.207.56,143.137.207.68,isp,BR 
143.137.207.69,143.137.207.69,business,BR 
143.137.207.70,143.137.207.73,isp,BR 
143.137.207.74,143.137.207.74,business,BR 
143.137.207.75,143.137.207.80,isp,BR 
143.137.207.81,143.137.207.81,business,BR 
143.137.207.82,143.137.207.100,isp,BR 
143.137.207.101,143.137.207.101,business,BR 
143.137.207.102,143.137.207.119,isp,BR 
143.137.207.120,143.137.207.120,business,BR 
143.137.207.121,143.137.207.121,isp,BR 
143.137.207.122,143.137.207.122,business,BR 
143.137.207.123,143.137.227.255,isp,BR 
143.137.228.0,143.137.231.255,isp,BO 
143.137.232.0,143.137.234.255,isp,BR 
143.137.235.0,143.137.235.255,business,BR 
143.137.236.0,143.137.238.7,isp,BR 
143.137.238.8,143.137.238.15,business,BR 
143.137.238.16,143.137.238.31,isp,BR 
143.137.238.32,143.137.238.39,education,BR 
143.137.238.40,143.137.238.47,isp,BR 
143.137.238.48,143.137.238.63,business,BR 
143.137.238.64,143.137.238.175,isp,BR 
143.137.238.176,143.137.238.191,business,BR 
143.137.238.192,143.137.243.255,isp,BR 
143.137.244.0,143.137.247.255,isp,AR 
143.137.248.0,143.137.248.51,isp,BR 
143.137.248.52,143.137.248.63,business,BR 
143.137.248.64,143.137.251.255,isp,BR 
143.137.252.0,143.137.255.255,business,BR 
