213.197.0.0,213.197.63.255,isp,NL,AS1136 
213.197.196.252,213.197.197.51,isp,NL,AS15879 
213.197.197.52,213.197.197.55,business,NL,AS15879 
213.197.197.56,213.197.197.63,isp,NL,AS15879 
213.197.197.64,213.197.197.67,business,NL,AS15879 
213.197.197.68,213.197.197.91,isp,NL,AS15879 
213.197.197.92,213.197.197.95,business,NL,AS15879 
213.197.197.96,213.197.197.111,isp,NL,AS15879 
213.197.197.112,213.197.197.115,business,NL,AS15879 
213.197.197.116,213.197.197.123,isp,NL,AS15879 
213.197.197.124,213.197.197.127,business,NL,AS15879 
213.197.197.128,213.197.197.147,isp,NL,AS15879 
213.197.197.148,213.197.197.155,business,NL,AS15879 
213.197.197.156,213.197.197.163,isp,NL,AS15879 
213.197.197.164,213.197.197.167,business,NL,AS15879 
213.197.197.168,213.197.197.179,isp,NL,AS15879 
213.197.197.180,213.197.197.187,business,NL,AS15879 
213.197.197.188,213.197.197.191,isp,NL,AS15879 
213.197.197.192,213.197.197.199,business,NL,AS15879 
213.197.197.200,213.197.197.255,isp,NL,AS15879 
213.197.198.0,213.197.198.7,business,NL,AS15879 
213.197.198.8,213.197.198.31,isp,NL,AS15879 
213.197.198.32,213.197.198.35,business,NL,AS15879 
213.197.198.36,213.197.198.47,isp,NL,AS15879 
213.197.198.48,213.197.198.63,business,NL,AS15879 
213.197.198.64,213.197.198.99,isp,NL,AS15879 
213.197.198.100,213.197.198.107,business,NL,AS15879 
213.197.198.108,213.197.198.111,isp,NL,AS15879 
213.197.198.112,213.197.198.115,business,NL,AS15879 
213.197.198.116,213.197.198.123,isp,NL,AS15879 
213.197.198.124,213.197.198.127,business,NL,AS15879 
213.197.198.128,213.197.198.135,isp,NL,AS15879 
213.197.198.136,213.197.198.139,business,NL,AS15879 
213.197.198.140,213.197.198.147,isp,NL,AS15879 
213.197.198.148,213.197.198.151,business,NL,AS15879 
213.197.198.152,213.197.198.159,isp,NL,AS15879 
213.197.198.160,213.197.198.163,business,NL,AS15879 
213.197.198.164,213.197.198.175,isp,NL,AS15879 
213.197.198.176,213.197.198.195,business,NL,AS15879 
213.197.198.196,213.197.199.7,isp,NL,AS15879 
213.197.199.8,213.197.199.11,business,NL,AS15879 
213.197.199.12,213.197.199.111,isp,NL,AS15879 
213.197.199.112,213.197.199.115,business,NL,AS15879 
213.197.199.116,213.197.199.119,isp,NL,AS15879 
213.197.199.120,213.197.199.123,business,NL,AS15879 
213.197.199.124,213.197.199.127,isp,NL,AS15879 
213.197.199.128,213.197.199.131,business,NL,AS15879 
213.197.199.132,213.197.199.175,isp,NL,AS15879 
213.197.199.176,213.197.199.179,business,NL,AS15879 
213.197.199.180,213.197.199.199,isp,NL,AS15879 
213.197.199.200,213.197.199.203,business,NL,AS15879 
213.197.199.204,213.197.201.15,isp,NL,AS15879 
213.197.201.16,213.197.201.23,business,NL,AS15879 
213.197.201.24,213.197.202.19,isp,NL,AS15879 
213.197.202.20,213.197.202.23,business,NL,AS15879 
213.197.202.24,213.197.202.39,isp,NL,AS15879 
213.197.202.40,213.197.202.43,business,NL,AS15879 
213.197.202.44,213.197.202.115,isp,NL,AS15879 
213.197.202.116,213.197.202.127,business,NL,AS15879 
213.197.202.128,213.197.202.131,isp,NL,AS15879 
213.197.202.132,213.197.202.135,business,NL,AS15879 
213.197.202.136,213.197.202.183,isp,NL,AS15879 
213.197.202.184,213.197.202.187,business,NL,AS15879 
213.197.202.188,213.197.202.219,isp,NL,AS15879 
213.197.202.220,213.197.202.223,business,NL,AS15879 
213.197.202.224,213.197.202.227,isp,NL,AS15879 
213.197.202.228,213.197.202.231,business,NL,AS15879 
213.197.202.232,213.197.202.239,isp,NL,AS15879 
213.197.202.240,213.197.202.243,business,NL,AS15879 
213.197.202.244,213.197.203.79,isp,NL,AS15879 
213.197.203.80,213.197.203.83,business,NL,AS15879 
213.197.203.84,213.197.203.91,isp,NL,AS15879 
213.197.203.92,213.197.203.95,business,NL,AS15879 
213.197.203.96,213.197.203.151,isp,NL,AS15879 
213.197.203.152,213.197.203.155,business,NL,AS15879 
213.197.203.156,213.197.203.203,isp,NL,AS15879 
213.197.203.204,213.197.203.207,business,NL,AS15879 
213.197.203.208,213.197.203.211,isp,NL,AS15879 
213.197.203.212,213.197.203.215,business,NL,AS15879 
213.197.203.216,213.197.204.3,isp,NL,AS15879 
213.197.204.4,213.197.204.7,business,NL,AS15879 
213.197.204.8,213.197.204.51,isp,NL,AS15879 
213.197.204.52,213.197.204.55,business,NL,AS15879 
213.197.204.56,213.197.204.79,isp,NL,AS15879 
213.197.204.80,213.197.204.83,business,NL,AS15879 
213.197.204.84,213.197.204.107,isp,NL,AS15879 
213.197.204.108,213.197.204.111,business,NL,AS15879 
213.197.204.112,213.197.204.135,isp,NL,AS15879 
213.197.204.136,213.197.204.143,business,NL,AS15879 
213.197.204.144,213.197.204.159,isp,NL,AS15879 
213.197.204.160,213.197.204.175,business,NL,AS15879 
213.197.204.176,213.197.204.223,isp,NL,AS15879 
213.197.204.224,213.197.204.227,business,NL,AS15879 
213.197.204.228,213.197.205.11,isp,NL,AS15879 
213.197.205.12,213.197.205.15,business,NL,AS15879 
213.197.205.16,213.197.205.175,isp,NL,AS15879 
213.197.205.176,213.197.205.191,business,NL,AS15879 
213.197.205.192,213.197.206.39,isp,NL,AS15879 
213.197.206.40,213.197.206.47,business,NL,AS15879 
213.197.206.48,213.197.206.207,isp,NL,AS15879 
213.197.206.208,213.197.206.223,business,NL,AS15879 
213.197.206.224,213.197.206.255,isp,NL,AS15879 
213.197.207.0,213.197.207.63,business,NL,AS15879 
213.197.207.64,213.197.207.71,isp,NL,AS15879 
213.197.207.72,213.197.207.151,business,NL,AS15879 
213.197.207.152,213.197.207.175,isp,NL,AS15879 
213.197.207.176,213.197.207.179,business,NL,AS15879 
213.197.207.180,213.197.207.207,isp,NL,AS15879 
213.197.207.208,213.197.207.215,business,NL,AS15879 
213.197.207.216,213.197.207.231,isp,NL,AS15879 
213.197.207.232,213.197.207.239,business,NL,AS15879 
213.197.207.240,213.197.207.255,isp,NL,AS15879 
213.197.208.0,213.197.209.255,business,NL,AS15879 
213.197.210.0,213.197.210.7,isp,NL,AS15879 
213.197.210.8,213.197.210.15,business,NL,AS15879 
213.197.210.16,213.197.210.23,isp,NL,AS15879 
213.197.210.24,213.197.210.31,business,NL,AS15879 
213.197.210.32,213.197.210.47,isp,NL,AS15879 
213.197.210.48,213.197.210.63,business,NL,AS15879 
213.197.210.64,213.197.210.95,isp,NL,AS15879 
213.197.210.96,213.197.210.103,business,NL,AS15879 
213.197.210.104,213.197.210.119,isp,NL,AS15879 
213.197.210.120,213.197.210.127,business,NL,AS15879 
213.197.210.128,213.197.210.135,isp,NL,AS15879 
213.197.210.136,213.197.210.139,business,NL,AS15879 
213.197.210.140,213.197.210.191,isp,NL,AS15879 
213.197.210.192,213.197.210.199,business,NL,AS15879 
213.197.210.200,213.197.212.43,isp,NL,AS15879 
213.197.212.44,213.197.212.47,business,NL,AS15879 
213.197.212.48,213.197.212.55,isp,NL,AS15879 
213.197.212.56,213.197.212.63,business,NL,AS15879 
213.197.212.64,213.197.212.127,isp,NL,AS15879 
213.197.212.128,213.197.212.128,business,NL,AS15879 
213.197.212.129,213.197.212.143,isp,NL,AS15879 
213.197.212.144,213.197.212.147,business,NL,AS15879 
213.197.212.148,213.197.212.191,isp,NL,AS15879 
213.197.212.192,213.197.212.195,business,NL,AS15879 
213.197.212.196,213.197.212.255,isp,NL,AS15879 
213.197.213.0,213.197.213.15,business,NL,AS15879 
213.197.213.16,213.197.213.31,isp,NL,AS15879 
213.197.213.32,213.197.213.63,business,NL,AS15879 
213.197.213.64,213.197.213.191,isp,NL,AS15879 
213.197.213.192,213.197.213.199,business,NL,AS15879 
213.197.213.200,213.197.213.223,isp,NL,AS15879 
213.197.213.224,213.197.213.239,business,NL,AS15879 
213.197.213.240,213.197.215.255,isp,NL,AS15879 
213.197.216.0,213.197.216.7,business,NL,AS15879 
213.197.216.8,213.197.216.39,isp,NL,AS15879 
213.197.216.40,213.197.216.47,business,NL,AS15879 
213.197.216.48,213.197.216.63,isp,NL,AS15879 
213.197.216.64,213.197.216.71,business,NL,AS15879 
213.197.216.72,213.197.216.79,isp,NL,AS15879 
213.197.216.80,213.197.216.95,business,NL,AS15879 
213.197.216.96,213.197.216.103,isp,NL,AS15879 
213.197.216.104,213.197.216.111,business,NL,AS15879 
213.197.216.112,213.197.216.127,isp,NL,AS15879 
213.197.216.128,213.197.216.143,business,NL,AS15879 
213.197.216.144,213.197.216.183,isp,NL,AS15879 
213.197.216.184,213.197.216.191,business,NL,AS15879 
213.197.216.192,213.197.216.215,isp,NL,AS15879 
213.197.216.216,213.197.216.239,business,NL,AS15879 
213.197.216.240,213.197.216.247,isp,NL,AS15879 
213.197.216.248,213.197.217.31,business,NL,AS15879 
213.197.217.32,213.197.217.47,isp,NL,AS15879 
213.197.217.48,213.197.217.63,business,NL,AS15879 
213.197.217.64,213.197.217.95,isp,NL,AS15879 
213.197.217.96,213.197.217.135,business,NL,AS15879 
213.197.217.136,213.197.217.255,isp,NL,AS15879 
213.197.218.0,213.197.218.31,business,NL,AS15879 
213.197.218.32,213.197.218.127,isp,NL,AS15879 
213.197.218.128,213.197.218.255,business,NL,AS15879 
213.197.219.0,213.197.219.31,isp,NL,AS15879 
213.197.219.32,213.197.219.47,business,NL,AS15879 
213.197.219.48,213.197.219.55,isp,NL,AS15879 
213.197.219.56,213.197.219.63,business,NL,AS15879 
213.197.219.64,213.197.219.79,isp,NL,AS15879 
213.197.219.80,213.197.219.111,business,NL,AS15879 
213.197.219.112,213.197.219.127,education,NL,AS15879 
213.197.219.128,213.197.219.175,isp,NL,AS15879 
213.197.219.176,213.197.219.191,business,NL,AS15879 
213.197.219.192,213.197.219.199,isp,NL,AS15879 
213.197.219.200,213.197.219.239,business,NL,AS15879 
213.197.219.240,213.197.219.255,isp,NL,AS15879 
213.197.220.0,213.197.220.23,business,NL,AS15879 
213.197.220.24,213.197.220.31,isp,NL,AS15879 
213.197.220.32,213.197.220.47,business,NL,AS15879 
213.197.220.48,213.197.220.95,isp,NL,AS15879 
213.197.220.96,213.197.220.111,business,NL,AS15879 
213.197.220.112,213.197.220.127,isp,NL,AS15879 
213.197.220.128,213.197.220.143,business,NL,AS15879 
213.197.220.144,213.197.220.159,isp,NL,AS15879 
213.197.220.160,213.197.220.207,business,NL,AS15879 
213.197.220.208,213.197.220.223,isp,NL,AS15879 
213.197.220.224,213.197.220.255,business,NL,AS15879 
213.197.221.0,213.197.221.255,isp,NL,AS15879 
213.197.222.0,213.197.222.63,business,NL,AS15879 
213.197.222.64,213.197.222.79,isp,NL,AS15879 
213.197.222.80,213.197.222.87,business,NL,AS15879 
213.197.222.88,213.197.223.31,isp,NL,AS15879 
213.197.223.32,213.197.223.47,business,NL,AS15879 
213.197.223.48,213.197.223.79,isp,NL,AS15879 
213.197.223.80,213.197.223.83,business,NL,AS15879 
213.197.223.84,213.197.223.191,isp,NL,AS15879 
213.197.223.192,213.197.223.207,business,NL,AS15879 
213.197.223.208,213.197.224.175,isp,NL,AS15879 
213.197.224.176,213.197.224.183,business,NL,AS15879 
213.197.224.184,213.197.225.31,isp,NL,AS15879 
213.197.225.32,213.197.225.47,business,NL,AS15879 
213.197.225.48,213.197.225.63,isp,NL,AS15879 
213.197.225.64,213.197.225.127,business,NL,AS15879 
213.197.225.128,213.197.225.255,isp,NL,AS15879 
213.197.226.0,213.197.226.255,business,NL,AS15879 
213.197.227.0,213.197.227.255,isp,NL,AS15879 
213.197.228.0,213.197.228.7,business,NL,AS15879 
213.197.228.8,213.197.228.15,isp,NL,AS15879 
213.197.228.16,213.197.228.23,business,NL,AS15879 
213.197.228.24,213.197.228.27,isp,NL,AS15879 
213.197.228.28,213.197.228.35,business,NL,AS15879 
213.197.228.36,213.197.228.59,isp,NL,AS15879 
213.197.228.60,213.197.228.67,business,NL,AS15879 
213.197.228.68,213.197.228.91,isp,NL,AS15879 
213.197.228.92,213.197.228.99,business,NL,AS15879 
213.197.228.100,213.197.228.167,isp,NL,AS15879 
213.197.228.168,213.197.228.171,business,NL,AS15879 
213.197.228.172,213.197.228.191,isp,NL,AS15879 
213.197.228.192,213.197.228.223,business,NL,AS15879 
213.197.228.224,213.197.229.255,isp,NL,AS15879 
213.197.230.0,213.197.230.15,business,NL,AS15879 
213.197.230.16,213.197.230.31,isp,NL,AS15879 
213.197.230.32,213.197.230.47,business,NL,AS15879 
213.197.230.48,213.197.230.79,isp,NL,AS15879 
213.197.230.80,213.197.230.95,business,NL,AS15879 
213.197.230.96,213.197.230.111,isp,NL,AS15879 
213.197.230.112,213.197.230.159,business,NL,AS15879 
213.197.230.160,213.197.230.175,isp,NL,AS15879 
213.197.230.176,213.197.230.191,business,NL,AS15879 
213.197.230.192,213.197.232.255,isp,NL,AS15879 
213.197.233.0,213.197.234.31,business,NL,AS15879 
213.197.234.32,213.197.234.47,isp,NL,AS15879 
213.197.234.48,213.197.234.63,business,NL,AS15879 
213.197.234.64,213.197.234.159,isp,NL,AS15879 
213.197.234.160,213.197.234.191,business,NL,AS15879 
213.197.234.192,213.197.235.95,isp,NL,AS15879 
213.197.235.96,213.197.235.127,business,NL,AS15879 
213.197.235.128,213.197.236.63,isp,NL,AS15879 
213.197.236.64,213.197.236.127,business,NL,AS15879 
213.197.236.128,213.197.236.255,isp,NL,AS15879 
213.197.237.0,213.197.237.15,business,NL,AS15879 
213.197.237.16,213.197.237.47,isp,NL,AS15879 
213.197.237.48,213.197.237.63,business,NL,AS15879 
213.197.237.64,213.197.237.111,isp,NL,AS15879 
213.197.237.112,213.197.237.127,business,NL,AS15879 
213.197.237.128,213.197.237.143,isp,NL,AS15879 
213.197.237.144,213.197.237.159,business,NL,AS15879 
213.197.237.160,213.197.238.63,isp,NL,AS15879 
213.197.238.64,213.197.238.79,business,NL,AS15879 
213.197.238.80,213.197.238.95,isp,NL,AS15879 
213.197.238.96,213.197.238.111,business,NL,AS15879 
213.197.238.112,213.197.238.127,isp,NL,AS15879 
213.197.238.128,213.197.238.143,business,NL,AS15879 
213.197.238.144,213.197.238.239,isp,NL,AS15879 
213.197.238.240,213.197.238.255,business,NL,AS15879 
213.197.239.0,213.197.239.31,isp,NL,AS15879 
213.197.239.32,213.197.239.47,business,NL,AS15879 
213.197.239.48,213.197.239.143,isp,NL,AS15879 
213.197.239.144,213.197.239.175,business,NL,AS15879 
213.197.239.176,213.197.239.191,isp,NL,AS15879 
213.197.239.192,213.197.239.223,business,NL,AS15879 
213.197.239.224,213.197.239.239,isp,NL,AS15879 
213.197.239.240,213.197.239.255,business,NL,AS15879 
213.197.240.0,213.197.242.15,isp,NL,AS15879 
213.197.242.16,213.197.242.31,business,NL,AS15879 
213.197.242.32,213.197.242.47,isp,NL,AS15879 
213.197.242.48,213.197.242.95,business,NL,AS15879 
213.197.242.96,213.197.242.175,isp,NL,AS15879 
213.197.242.176,213.197.242.191,business,NL,AS15879 
213.197.242.192,213.197.242.207,isp,NL,AS15879 
213.197.242.208,213.197.242.255,business,NL,AS15879 
213.197.243.0,213.197.243.47,isp,NL,AS15879 
213.197.243.48,213.197.243.63,business,NL,AS15879 
213.197.243.64,213.197.243.127,isp,NL,AS15879 
213.197.243.128,213.197.243.143,business,NL,AS15879 
213.197.243.144,213.197.243.207,isp,NL,AS15879 
213.197.243.208,213.197.243.255,business,NL,AS15879 
213.197.244.0,213.197.245.15,isp,NL,AS15879 
213.197.245.16,213.197.245.23,business,NL,AS15879 
213.197.245.24,213.197.245.31,isp,NL,AS15879 
213.197.245.32,213.197.245.39,business,NL,AS15879 
213.197.245.40,213.197.245.87,isp,NL,AS15879 
213.197.245.88,213.197.245.95,business,NL,AS15879 
213.197.245.96,213.197.245.111,isp,NL,AS15879 
213.197.245.112,213.197.245.119,business,NL,AS15879 
213.197.245.120,213.197.245.135,isp,NL,AS15879 
213.197.245.136,213.197.245.143,business,NL,AS15879 
213.197.245.144,213.197.245.159,isp,NL,AS15879 
213.197.245.160,213.197.245.167,business,NL,AS15879 
213.197.245.168,213.197.245.183,isp,NL,AS15879 
213.197.245.184,213.197.245.191,business,NL,AS15879 
213.197.245.192,213.197.245.207,isp,NL,AS15879 
213.197.245.208,213.197.245.247,business,NL,AS15879 
213.197.245.248,213.197.246.7,isp,NL,AS15879 
213.197.246.8,213.197.246.15,business,NL,AS15879 
213.197.246.16,213.197.246.55,isp,NL,AS15879 
213.197.246.56,213.197.246.71,business,NL,AS15879 
213.197.246.72,213.197.246.119,isp,NL,AS15879 
213.197.246.120,213.197.246.127,business,NL,AS15879 
213.197.246.128,213.197.246.151,isp,NL,AS15879 
213.197.246.152,213.197.246.159,business,NL,AS15879 
213.197.246.160,213.197.246.207,isp,NL,AS15879 
213.197.246.208,213.197.246.215,business,NL,AS15879 
213.197.246.216,213.197.247.7,isp,NL,AS15879 
213.197.247.8,213.197.247.23,business,NL,AS15879 
213.197.247.24,213.197.247.39,isp,NL,AS15879 
213.197.247.40,213.197.247.47,business,NL,AS15879 
213.197.247.48,213.197.247.119,isp,NL,AS15879 
213.197.247.120,213.197.247.127,business,NL,AS15879 
213.197.247.128,213.197.247.135,isp,NL,AS15879 
213.197.247.136,213.197.247.143,business,NL,AS15879 
213.197.247.144,213.197.247.151,isp,NL,AS15879 
213.197.247.152,213.197.247.167,business,NL,AS15879 
213.197.247.168,213.197.247.191,isp,NL,AS15879 
213.197.247.192,213.197.247.199,business,NL,AS15879 
213.197.247.200,213.197.247.223,isp,NL,AS15879 
213.197.247.224,213.197.247.231,business,NL,AS15879 
213.197.247.232,213.197.248.79,isp,NL,AS15879 
213.197.248.80,213.197.248.111,business,NL,AS15879 
213.197.248.112,213.197.248.159,isp,NL,AS15879 
213.197.248.160,213.197.248.207,business,NL,AS15879 
213.197.248.208,213.197.248.255,isp,NL,AS15879 
213.197.249.0,213.197.249.135,business,NL,AS15879 
213.197.249.136,213.197.250.47,isp,NL,AS15879 
213.197.250.48,213.197.250.79,business,NL,AS15879 
213.197.250.80,213.197.250.95,isp,NL,AS15879 
213.197.250.96,213.197.250.111,business,NL,AS15879 
213.197.250.112,213.197.251.7,isp,NL,AS15879 
213.197.251.8,213.197.251.23,business,NL,AS15879 
213.197.251.24,213.197.251.95,isp,NL,AS15879 
213.197.251.96,213.197.251.111,business,NL,AS15879 
213.197.251.112,213.197.251.135,isp,NL,AS15879 
213.197.251.136,213.197.251.143,business,NL,AS15879 
213.197.251.144,213.197.251.223,isp,NL,AS15879 
213.197.251.224,213.197.252.7,business,NL,AS15879 
213.197.252.8,213.197.252.15,isp,NL,AS15879 
213.197.252.16,213.197.252.31,business,NL,AS15879 
213.197.252.32,213.197.252.39,isp,NL,AS15879 
213.197.252.40,213.197.252.47,business,NL,AS15879 
213.197.252.48,213.197.252.95,isp,NL,AS15879 
213.197.252.96,213.197.252.103,business,NL,AS15879 
213.197.252.104,213.197.252.119,isp,NL,AS15879 
213.197.252.120,213.197.252.127,business,NL,AS15879 
213.197.252.128,213.197.252.143,isp,NL,AS15879 
213.197.252.144,213.197.252.151,business,NL,AS15879 
213.197.252.152,213.197.252.183,isp,NL,AS15879 
213.197.252.184,213.197.252.231,business,NL,AS15879 
213.197.252.232,213.197.252.247,isp,NL,AS15879 
213.197.252.248,213.197.253.15,business,NL,AS15879 
213.197.253.16,213.197.253.47,isp,NL,AS15879 
213.197.253.48,213.197.253.63,business,NL,AS15879 
213.197.253.64,213.197.253.167,isp,NL,AS15879 
213.197.253.168,213.197.253.175,business,NL,AS15879 
213.197.253.176,213.197.253.255,isp,NL,AS15879 
213.197.254.0,213.197.254.7,business,NL,AS15879 
