192.116.0.0,192.116.1.255,education,PS,AS15975 
192.116.205.192,192.116.205.255,business,IL,AS12400 
192.116.206.0,192.116.206.227,isp,IL,AS12400 
192.116.206.228,192.116.206.231,business,IL,AS12400 
192.116.206.232,192.116.206.239,isp,IL,AS12400 
192.116.206.240,192.116.206.254,business,IL,AS12400 
192.116.206.255,192.116.207.47,isp,IL,AS12400 
192.116.207.48,192.116.207.95,business,IL,AS12400 
192.116.207.96,192.116.207.111,isp,IL,AS12400 
192.116.207.112,192.116.207.119,business,IL,AS12400 
192.116.207.120,192.116.208.255,isp,IL,AS12400 
192.116.209.0,192.116.209.15,business,IL,AS12400 
192.116.209.16,192.116.209.111,isp,IL,AS12400 
192.116.209.112,192.116.209.127,business,IL,AS12400 
192.116.209.128,192.116.210.255,isp,IL,AS12400 
192.116.211.0,192.116.211.7,business,IL,AS12400 
192.116.211.8,192.116.212.31,isp,IL,AS12400 
192.116.212.32,192.116.212.63,business,IL,AS12400 
192.116.212.64,192.116.212.159,isp,IL,AS12400 
192.116.212.160,192.116.212.167,business,IL,AS12400 
192.116.212.168,192.116.212.211,isp,IL,AS12400 
192.116.212.212,192.116.212.215,business,IL,AS12400 
192.116.212.216,192.116.213.31,isp,IL,AS12400 
192.116.213.32,192.116.213.47,business,IL,AS12400 
192.116.213.48,192.116.213.63,isp,IL,AS12400 
192.116.213.64,192.116.213.127,business,IL,AS12400 
192.116.213.128,192.116.213.151,isp,IL,AS12400 
192.116.213.152,192.116.213.159,education,IL,AS12400 
192.116.213.160,192.116.213.183,isp,IL,AS12400 
192.116.213.184,192.116.213.191,business,IL,AS12400 
192.116.213.192,192.116.213.199,isp,IL,AS12400 
192.116.213.200,192.116.213.215,business,IL,AS12400 
192.116.213.216,192.116.215.63,isp,IL,AS12400 
192.116.215.64,192.116.215.143,business,IL,AS12400 
192.116.215.144,192.116.215.159,isp,IL,AS12400 
192.116.215.160,192.116.215.175,business,IL,AS12400 
192.116.215.176,192.116.216.15,isp,IL,AS12400 
192.116.216.16,192.116.216.19,business,IL,AS12400 
192.116.216.20,192.116.216.23,isp,IL,AS12400 
192.116.216.24,192.116.216.27,business,IL,AS12400 
192.116.216.28,192.116.216.31,isp,IL,AS12400 
192.116.216.32,192.116.216.63,business,IL,AS12400 
192.116.216.64,192.116.216.127,isp,IL,AS12400 
192.116.216.128,192.116.216.191,business,IL,AS12400 
192.116.216.192,192.116.216.223,isp,IL,AS12400 
192.116.216.224,192.116.216.239,business,IL,AS12400 
192.116.216.240,192.116.216.255,isp,IL,AS12400 
192.116.217.0,192.116.217.3,business,IL,AS12400 
192.116.217.4,192.116.217.7,isp,IL,AS12400 
192.116.217.8,192.116.217.15,business,IL,AS12400 
192.116.217.16,192.116.217.23,isp,IL,AS12400 
192.116.217.24,192.116.217.43,business,IL,AS12400 
192.116.217.44,192.116.217.47,isp,IL,AS12400 
192.116.217.48,192.116.217.63,business,IL,AS12400 
192.116.217.64,192.116.217.191,isp,IL,AS12400 
192.116.217.192,192.116.217.195,business,IL,AS12400 
192.116.217.196,192.116.217.199,isp,IL,AS12400 
192.116.217.200,192.116.217.203,business,IL,AS12400 
192.116.217.204,192.116.218.79,isp,IL,AS12400 
192.116.218.80,192.116.218.95,business,IL,AS12400 
192.116.218.96,192.116.218.127,isp,IL,AS12400 
192.116.218.128,192.116.218.175,business,IL,AS12400 
192.116.218.176,192.116.218.183,isp,IL,AS12400 
192.116.218.184,192.116.218.191,business,IL,AS12400 
192.116.218.192,192.116.218.223,isp,IL,AS12400 
192.116.218.224,192.116.219.255,business,IL,AS12400 
192.116.220.0,192.116.220.159,isp,IL,AS12400 
192.116.220.160,192.116.220.191,business,IL,AS12400 
192.116.220.192,192.116.221.55,isp,IL,AS12400 
192.116.221.56,192.116.221.127,business,IL,AS12400 
192.116.221.128,192.116.222.191,isp,IL,AS12400 
192.116.222.192,192.116.222.255,business,IL,AS12400 
192.116.223.0,192.116.223.63,isp,IL,AS12400 
192.116.223.64,192.116.223.191,business,IL,AS12400 
192.116.223.192,192.116.224.207,isp,IL,AS12400 
192.116.224.208,192.116.224.231,business,IL,AS12400 
192.116.224.232,192.116.225.95,isp,IL,AS12400 
192.116.225.96,192.116.225.103,business,IL,AS12400 
192.116.225.104,192.116.225.111,isp,IL,AS12400 
192.116.225.112,192.116.225.127,business,IL,AS12400 
192.116.225.128,192.116.225.191,isp,IL,AS12400 
192.116.225.192,192.116.225.199,business,IL,AS12400 
192.116.225.200,192.116.225.223,isp,IL,AS12400 
192.116.225.224,192.116.225.239,business,IL,AS12400 
192.116.225.240,192.116.225.255,isp,IL,AS12400 
192.116.226.0,192.116.226.31,business,IL,AS12400 
192.116.226.32,192.116.226.47,isp,IL,AS12400 
192.116.226.48,192.116.226.55,business,IL,AS12400 
192.116.226.56,192.116.226.63,isp,IL,AS12400 
192.116.226.64,192.116.226.71,business,IL,AS12400 
192.116.226.72,192.116.226.87,isp,IL,AS12400 
192.116.226.88,192.116.226.111,business,IL,AS12400 
192.116.226.112,192.116.226.191,isp,IL,AS12400 
192.116.226.192,192.116.226.255,business,IL,AS12400 
192.116.227.0,192.116.227.95,isp,IL,AS12400 
192.116.227.96,192.116.227.127,business,IL,AS12400 
192.116.227.128,192.116.228.255,isp,IL,AS12400 
192.116.229.0,192.116.229.255,business,IL,AS12400 
192.116.230.0,192.116.231.55,isp,IL,AS12400 
192.116.231.56,192.116.231.63,business,IL,AS12400 
192.116.231.64,192.116.231.119,isp,IL,AS12400 
192.116.231.120,192.116.231.127,business,IL,AS12400 
192.116.231.128,192.116.231.163,isp,IL,AS12400 
192.116.231.164,192.116.231.167,education,IL,AS12400 
192.116.231.168,192.116.231.227,isp,IL,AS12400 
192.116.231.228,192.116.231.231,business,IL,AS12400 
192.116.231.232,192.116.231.239,isp,IL,AS12400 
192.116.231.240,192.116.231.243,business,IL,AS12400 
192.116.231.244,192.116.231.247,isp,IL,AS12400 
192.116.231.248,192.116.231.255,business,IL,AS12400 
192.116.232.0,192.116.232.127,isp,IL,AS12400 
192.116.232.128,192.116.233.63,business,IL,AS12400 
192.116.233.64,192.116.233.79,isp,IL,AS12400 
192.116.233.80,192.116.233.95,business,IL,AS12400 
192.116.233.96,192.116.233.127,isp,IL,AS12400 
192.116.233.128,192.116.233.255,business,IL,AS12400 
192.116.234.0,192.116.234.175,isp,IL,AS12400 
192.116.234.176,192.116.234.183,education,IL,AS12400 
192.116.234.184,192.116.235.7,isp,IL,AS12400 
192.116.235.8,192.116.235.15,business,IL,AS12400 
192.116.235.16,192.116.235.63,isp,IL,AS12400 
192.116.235.64,192.116.235.79,business,IL,AS12400 
192.116.235.80,192.116.235.191,isp,IL,AS12400 
192.116.235.192,192.116.236.63,business,IL,AS12400 
192.116.236.64,192.116.236.127,isp,IL,AS12400 
192.116.236.128,192.116.236.143,business,IL,AS12400 
192.116.236.144,192.116.236.159,isp,IL,AS12400 
192.116.236.160,192.116.236.179,business,IL,AS12400 
192.116.236.180,192.116.238.39,isp,IL,AS12400 
192.116.238.40,192.116.238.47,business,IL,AS12400 
192.116.238.48,192.116.239.83,isp,IL,AS12400 
192.116.239.84,192.116.239.87,business,IL,AS12400 
192.116.239.88,192.116.239.111,isp,IL,AS12400 
192.116.239.112,192.116.239.127,business,IL,AS12400 
192.116.239.128,192.116.239.191,isp,IL,AS12400 
192.116.239.192,192.116.239.223,business,IL,AS12400 
192.116.239.224,192.116.240.31,isp,IL,AS12400 
192.116.240.32,192.116.240.43,business,IL,AS12400 
192.116.240.44,192.116.240.55,isp,IL,AS12400 
192.116.240.56,192.116.240.71,business,IL,AS12400 
192.116.240.72,192.116.240.119,isp,IL,AS12400 
192.116.240.120,192.116.240.127,business,IL,AS12400 
192.116.240.128,192.116.240.147,isp,IL,AS12400 
192.116.240.148,192.116.240.159,business,IL,AS12400 
192.116.240.160,192.116.240.191,isp,IL,AS12400 
192.116.240.192,192.116.240.223,business,IL,AS12400 
192.116.240.224,192.116.241.23,isp,IL,AS12400 
192.116.241.24,192.116.241.31,business,IL,AS12400 
192.116.241.32,192.116.241.87,isp,IL,AS12400 
192.116.241.88,192.116.241.95,business,IL,AS12400 
192.116.241.96,192.116.241.127,isp,IL,AS12400 
192.116.241.128,192.116.241.159,business,IL,AS12400 
192.116.241.160,192.116.241.191,isp,IL,AS12400 
192.116.241.192,192.116.241.223,business,IL,AS12400 
192.116.241.224,192.116.242.63,isp,IL,AS12400 
192.116.242.64,192.116.242.71,business,IL,AS12400 
192.116.242.72,192.116.242.87,isp,IL,AS12400 
192.116.242.88,192.116.242.91,business,IL,AS12400 
192.116.242.92,192.116.242.127,isp,IL,AS12400 
192.116.242.128,192.116.242.191,business,IL,AS12400 
192.116.242.192,192.116.242.195,isp,IL,AS12400 
192.116.242.196,192.116.242.199,business,IL,AS12400 
192.116.242.200,192.116.242.227,isp,IL,AS12400 
192.116.242.228,192.116.242.231,business,IL,AS12400 
192.116.242.232,192.116.244.127,isp,IL,AS12400 
192.116.244.128,192.116.244.223,business,IL,AS12400 
192.116.244.224,192.116.245.135,isp,IL,AS12400 
192.116.245.136,192.116.245.143,business,IL,AS12400 
192.116.245.144,192.116.245.155,isp,IL,AS12400 
192.116.245.156,192.116.245.191,business,IL,AS12400 
192.116.245.192,192.116.245.211,isp,IL,AS12400 
192.116.245.212,192.116.245.215,business,IL,AS12400 
192.116.245.216,192.116.247.63,isp,IL,AS12400 
192.116.247.64,192.116.247.127,business,IL,AS12400 
192.116.247.128,192.116.247.159,isp,IL,AS12400 
192.116.247.160,192.116.247.239,business,IL,AS12400 
192.116.247.240,192.116.249.51,isp,IL,AS12400 
192.116.249.52,192.116.249.55,business,IL,AS12400 
192.116.249.56,192.116.249.63,isp,IL,AS12400 
192.116.249.64,192.116.249.103,business,IL,AS12400 
192.116.249.104,192.116.249.127,isp,IL,AS12400 
192.116.249.128,192.116.249.135,business,IL,AS12400 
192.116.249.136,192.116.249.143,isp,IL,AS12400 
192.116.249.144,192.116.249.159,business,IL,AS12400 
192.116.249.160,192.116.249.255,isp,IL,AS12400 
192.116.250.0,192.116.251.255,business,IL,AS12400 
192.116.252.0,192.116.252.143,isp,IL,AS12400 
192.116.252.144,192.116.252.147,business,IL,AS12400 
192.116.252.148,192.116.255.23,isp,IL,AS12400 
192.116.255.24,192.116.255.47,business,IL,AS12400 
192.116.255.48,192.116.255.111,isp,IL,AS12400 
192.116.255.112,192.116.255.119,business,IL,AS12400 
192.116.255.120,192.117.0.223,isp,IL,AS12400 
