222.189.33.0,222.189.33.3,business,CN 
222.189.206.32,222.189.206.39,business,CN 
222.189.206.40,222.189.206.47,isp,CN 
222.189.206.48,222.189.206.83,business,CN 
222.189.206.84,222.189.206.87,isp,CN 
222.189.206.88,222.189.206.95,business,CN 
222.189.206.96,222.189.206.111,isp,CN 
222.189.206.112,222.189.206.123,business,CN 
222.189.206.124,222.189.206.127,isp,CN 
222.189.206.128,222.189.206.143,business,CN 
222.189.206.144,222.189.206.151,isp,CN 
222.189.206.152,222.189.206.163,business,CN 
222.189.206.164,222.189.206.167,isp,CN 
222.189.206.168,222.189.206.215,business,CN 
222.189.206.216,222.189.206.223,isp,CN 
222.189.206.224,222.189.206.247,business,CN 
222.189.206.248,222.189.207.15,education,CN 
222.189.207.16,222.189.207.31,business,CN 
222.189.207.32,222.189.207.47,isp,CN 
222.189.207.48,222.189.207.63,education,CN 
222.189.207.64,222.189.207.71,business,CN 
222.189.207.72,222.189.207.103,isp,CN 
222.189.207.104,222.189.207.111,business,CN 
222.189.207.112,222.189.207.127,isp,CN 
222.189.207.128,222.189.207.159,business,CN 
222.189.207.160,222.189.207.167,isp,CN 
222.189.207.168,222.189.207.175,business,CN 
222.189.207.176,222.189.207.191,isp,CN 
222.189.207.192,222.189.207.223,business,CN 
222.189.207.224,222.189.208.127,isp,CN 
222.189.208.128,222.189.208.143,business,CN 
222.189.208.144,222.189.208.159,isp,CN 
222.189.208.160,222.189.208.223,business,CN 
222.189.208.224,222.189.208.255,isp,CN 
222.189.209.0,222.189.209.63,business,CN 
222.189.209.64,222.189.209.75,isp,CN 
222.189.209.76,222.189.209.79,business,CN 
222.189.209.80,222.189.209.95,education,CN 
222.189.209.96,222.189.209.207,isp,CN 
222.189.209.208,222.189.209.239,business,CN 
222.189.209.240,222.189.209.255,isp,CN 
222.189.210.0,222.189.210.79,business,CN 
222.189.210.80,222.189.210.87,isp,CN 
222.189.210.88,222.189.210.95,business,CN 
222.189.210.96,222.189.210.103,isp,CN 
222.189.210.104,222.189.210.111,education,CN 
222.189.210.112,222.189.210.131,business,CN 
222.189.210.132,222.189.210.135,isp,CN 
222.189.210.136,222.189.210.139,business,CN 
222.189.210.140,222.189.210.159,isp,CN 
222.189.210.160,222.189.210.163,business,CN 
222.189.210.164,222.189.210.167,isp,CN 
222.189.210.168,222.189.210.175,business,CN 
222.189.210.176,222.189.210.183,isp,CN 
222.189.210.184,222.189.210.203,business,CN 
222.189.210.204,222.189.210.215,isp,CN 
222.189.210.216,222.189.210.223,business,CN 
222.189.210.224,222.189.210.239,education,CN 
222.189.210.240,222.189.210.243,isp,CN 
222.189.210.244,222.189.210.255,business,CN 
222.189.211.0,222.189.211.31,isp,CN 
222.189.211.32,222.189.211.79,business,CN 
222.189.211.80,222.189.211.87,isp,CN 
222.189.211.88,222.189.211.111,business,CN 
222.189.211.112,222.189.211.115,isp,CN 
222.189.211.116,222.189.211.127,business,CN 
222.189.211.128,222.189.211.135,isp,CN 
222.189.211.136,222.189.211.179,business,CN 
222.189.211.180,222.189.211.183,isp,CN 
222.189.211.184,222.189.211.191,business,CN 
222.189.211.192,222.189.211.195,education,CN 
222.189.211.196,222.189.211.251,business,CN 
222.189.211.252,222.189.212.39,isp,CN 
222.189.212.40,222.189.212.63,business,CN 
222.189.212.64,222.189.212.71,isp,CN 
222.189.212.72,222.189.212.87,business,CN 
222.189.212.88,222.189.212.91,isp,CN 
222.189.212.92,222.189.212.95,business,CN 
222.189.212.96,222.189.212.111,isp,CN 
222.189.212.112,222.189.212.135,business,CN 
222.189.212.136,222.189.212.151,isp,CN 
222.189.212.152,222.189.212.159,business,CN 
222.189.212.160,222.189.212.175,isp,CN 
222.189.212.176,222.189.212.207,business,CN 
222.189.212.208,222.189.212.215,isp,CN 
222.189.212.216,222.189.212.219,business,CN 
222.189.212.220,222.189.213.255,isp,CN 
222.189.214.0,222.189.214.47,business,CN 
222.189.214.48,222.189.214.63,isp,CN 
222.189.214.64,222.189.214.111,business,CN 
222.189.214.112,222.189.214.127,isp,CN 
222.189.214.128,222.189.214.143,business,CN 
222.189.214.144,222.189.214.191,isp,CN 
222.189.214.192,222.189.214.207,business,CN 
222.189.214.208,222.189.214.255,isp,CN 
222.189.215.0,222.189.215.15,education,CN 
222.189.215.16,222.189.215.31,business,CN 
222.189.215.32,222.189.215.47,isp,CN 
222.189.215.48,222.189.215.55,education,CN 
222.189.215.56,222.189.215.63,isp,CN 
222.189.215.64,222.189.215.79,business,CN 
222.189.215.80,222.189.215.87,isp,CN 
222.189.215.88,222.189.215.95,business,CN 
222.189.215.96,222.189.215.103,isp,CN 
222.189.215.104,222.189.215.119,business,CN 
222.189.215.120,222.189.215.135,isp,CN 
222.189.215.136,222.189.215.159,business,CN 
222.189.215.160,222.189.215.163,isp,CN 
222.189.215.164,222.189.215.167,business,CN 
222.189.215.168,222.189.215.175,isp,CN 
222.189.215.176,222.189.215.207,business,CN 
222.189.215.208,222.189.215.215,isp,CN 
222.189.215.216,222.189.215.247,business,CN 
222.189.215.248,222.189.215.255,isp,CN 
222.189.216.0,222.189.216.15,business,CN 
222.189.216.16,222.189.216.31,isp,CN 
222.189.216.32,222.189.216.75,business,CN 
222.189.216.76,222.189.216.79,isp,CN 
222.189.216.80,222.189.216.95,business,CN 
222.189.216.96,222.189.216.99,isp,CN 
222.189.216.100,222.189.216.103,business,CN 
222.189.216.104,222.189.216.111,isp,CN 
222.189.216.112,222.189.216.127,business,CN 
222.189.216.128,222.189.216.191,isp,CN 
222.189.216.192,222.189.216.199,business,CN 
222.189.216.200,222.189.216.207,education,CN 
222.189.216.208,222.189.216.215,business,CN 
222.189.216.216,222.189.216.255,isp,CN 
222.189.217.0,222.189.217.23,business,CN 
222.189.217.24,222.189.217.31,isp,CN 
222.189.217.32,222.189.217.39,education,CN 
222.189.217.40,222.189.217.43,business,CN 
222.189.217.44,222.189.217.47,isp,CN 
222.189.217.48,222.189.217.55,education,CN 
222.189.217.56,222.189.217.63,business,CN 
222.189.217.64,222.189.217.71,isp,CN 
222.189.217.72,222.189.217.103,business,CN 
222.189.217.104,222.189.217.143,isp,CN 
222.189.217.144,222.189.217.159,business,CN 
222.189.217.160,222.190.95.255,isp,CN 
