116.236.0.26,116.236.0.26,business,CN 
116.236.255.44,116.236.255.47,business,CN 
116.236.255.48,116.236.255.63,isp,CN 
116.236.255.64,116.236.255.71,business,CN 
116.236.255.72,116.236.255.139,isp,CN 
116.236.255.140,116.236.255.143,business,CN 
116.236.255.144,116.236.255.147,isp,CN 
116.236.255.148,116.236.255.159,business,CN 
116.236.255.160,116.236.255.179,isp,CN 
116.236.255.180,116.236.255.187,business,CN 
116.236.255.188,116.236.255.195,isp,CN 
116.236.255.196,116.236.255.199,business,CN 
116.236.255.200,116.239.3.255,isp,CN 
