81.222.0.0,81.222.95.255,isp,RU,AS3216 
81.222.208.12,81.222.208.15,isp,RU,AS20597 
81.222.208.16,81.222.208.31,business,RU,AS20597 
81.222.208.32,81.222.208.63,isp,RU,AS20597 
81.222.208.64,81.222.208.111,business,RU,AS20597 
81.222.208.112,81.222.208.115,isp,RU,AS20597 
81.222.208.116,81.222.208.119,business,RU,AS20597 
81.222.208.120,81.222.208.123,isp,RU,AS20597 
81.222.208.124,81.222.208.135,business,RU,AS20597 
81.222.208.136,81.222.208.167,isp,RU,AS20597 
81.222.208.168,81.222.208.175,business,RU,AS20597 
81.222.208.176,81.222.208.191,isp,RU,AS20597 
81.222.208.192,81.222.208.255,business,RU,AS20597 
81.222.209.0,81.222.209.23,isp,RU,AS20597 
81.222.209.24,81.222.209.55,business,RU,AS20597 
81.222.209.56,81.222.209.75,isp,RU,AS20597 
81.222.209.76,81.222.209.83,business,RU,AS20597 
81.222.209.84,81.222.209.87,isp,RU,AS20597 
81.222.209.88,81.222.209.91,business,RU,AS20597 
81.222.209.92,81.222.209.103,isp,RU,AS20597 
81.222.209.104,81.222.209.107,business,RU,AS20597 
81.222.209.108,81.222.209.111,isp,RU,AS20597 
81.222.209.112,81.222.209.119,business,RU,AS20597 
81.222.209.120,81.222.209.127,isp,RU,AS20597 
81.222.209.128,81.222.209.135,business,RU,AS20597 
81.222.209.136,81.222.209.143,isp,RU,AS20597 
81.222.209.144,81.222.209.151,business,RU,AS20597 
81.222.209.152,81.222.209.159,isp,RU,AS20597 
81.222.209.160,81.222.209.239,business,RU,AS20597 
81.222.209.240,81.222.209.247,isp,RU,AS20597 
81.222.209.248,81.222.210.15,business,RU,AS20597 
81.222.210.16,81.222.210.31,isp,RU,AS20597 
81.222.210.32,81.222.210.39,business,RU,AS20597 
81.222.210.40,81.222.210.43,isp,RU,AS20597 
81.222.210.44,81.222.210.47,business,RU,AS20597 
81.222.210.48,81.222.210.67,isp,RU,AS20597 
81.222.210.68,81.222.210.71,business,RU,AS20597 
81.222.210.72,81.222.210.75,isp,RU,AS20597 
81.222.210.76,81.222.210.79,business,RU,AS20597 
81.222.210.80,81.222.210.87,isp,RU,AS20597 
81.222.210.88,81.222.210.103,business,RU,AS20597 
81.222.210.104,81.222.210.115,isp,RU,AS20597 
81.222.210.116,81.222.210.127,business,RU,AS20597 
81.222.210.128,81.222.210.159,isp,RU,AS20597 
81.222.210.160,81.222.210.191,business,RU,AS20597 
81.222.210.192,81.222.210.195,isp,RU,AS20597 
81.222.210.196,81.222.210.199,business,RU,AS20597 
81.222.210.200,81.222.210.207,isp,RU,AS20597 
81.222.210.208,81.222.210.223,business,RU,AS20597 
81.222.210.224,81.222.210.227,isp,RU,AS20597 
81.222.210.228,81.222.210.255,business,RU,AS20597 
81.222.211.0,81.222.211.255,isp,RU,AS20597 
81.222.212.0,81.222.216.95,business,RU,AS20597 
81.222.216.96,81.222.216.111,isp,RU,AS20597 
81.222.216.112,81.222.216.115,business,RU,AS20597 
81.222.216.116,81.222.216.119,isp,RU,AS20597 
81.222.216.120,81.222.216.127,business,RU,AS20597 
81.222.216.128,81.222.216.151,isp,RU,AS20597 
81.222.216.152,81.222.216.155,business,RU,AS20597 
81.222.216.156,81.222.216.159,isp,RU,AS20597 
81.222.216.160,81.222.216.199,business,RU,AS20597 
81.222.216.200,81.222.216.207,isp,RU,AS20597 
81.222.216.208,81.222.216.223,business,RU,AS20597 
81.222.216.224,81.222.216.255,isp,RU,AS20597 
81.222.217.0,81.222.220.255,business,RU,AS20597 
81.222.221.0,81.222.221.255,business,RU,AS3216 
81.222.222.0,81.222.223.3,business,RU,AS20597 
81.222.223.4,81.222.223.7,isp,RU,AS20597 
81.222.223.8,81.222.223.107,business,RU,AS20597 
81.222.223.108,81.222.223.123,isp,RU,AS20597 
81.222.223.124,81.222.223.175,business,RU,AS20597 
81.222.223.176,81.222.223.179,isp,RU,AS20597 
81.222.223.180,81.222.224.7,business,RU,AS20597 
81.222.224.8,81.222.224.11,isp,RU,AS20597 
81.222.224.12,81.222.224.15,business,RU,AS20597 
81.222.224.16,81.222.224.19,isp,RU,AS20597 
81.222.224.20,81.222.224.23,business,RU,AS20597 
81.222.224.24,81.222.224.67,isp,RU,AS20597 
81.222.224.68,81.222.235.63,business,RU,AS20597 
81.222.235.64,81.222.235.79,isp,RU,AS20597 
81.222.235.80,81.222.235.95,business,RU,AS20597 
81.222.235.96,81.222.235.103,isp,RU,AS20597 
81.222.235.104,81.222.235.107,business,RU,AS20597 
81.222.235.108,81.222.235.111,isp,RU,AS20597 
81.222.235.112,81.222.235.115,business,RU,AS20597 
81.222.235.116,81.222.235.119,isp,RU,AS20597 
81.222.235.120,81.222.235.255,business,RU,AS20597 
81.222.236.0,81.222.236.3,isp,RU,AS20597 
81.222.236.4,81.222.236.15,business,RU,AS20597 
81.222.236.16,81.222.236.31,isp,RU,AS20597 
81.222.236.32,81.222.236.47,business,RU,AS20597 
81.222.236.48,81.222.236.55,isp,RU,AS20597 
81.222.236.56,81.222.236.59,business,RU,AS20597 
81.222.236.60,81.222.236.79,isp,RU,AS20597 
81.222.236.80,81.222.236.83,business,RU,AS20597 
81.222.236.84,81.222.236.87,isp,RU,AS20597 
81.222.236.88,81.222.236.99,business,RU,AS20597 
81.222.236.100,81.222.236.107,isp,RU,AS20597 
81.222.236.108,81.222.236.119,business,RU,AS20597 
81.222.236.120,81.222.236.135,isp,RU,AS20597 
81.222.236.136,81.222.236.139,business,RU,AS20597 
81.222.236.140,81.222.236.147,isp,RU,AS20597 
81.222.236.148,81.222.236.155,business,RU,AS20597 
81.222.236.156,81.222.236.163,isp,RU,AS20597 
81.222.236.164,81.222.236.171,business,RU,AS20597 
81.222.236.172,81.222.236.195,isp,RU,AS20597 
81.222.236.196,81.222.236.199,business,RU,AS20597 
81.222.236.200,81.222.236.207,isp,RU,AS20597 
81.222.236.208,81.222.236.211,business,RU,AS20597 
81.222.236.212,81.222.236.223,isp,RU,AS20597 
81.222.236.224,81.222.236.227,business,RU,AS20597 
81.222.236.228,81.222.236.231,isp,RU,AS20597 
81.222.236.232,81.222.236.235,business,RU,AS20597 
81.222.236.236,81.222.236.243,isp,RU,AS20597 
81.222.236.244,81.222.236.247,business,RU,AS20597 
81.222.236.248,81.222.237.19,isp,RU,AS20597 
81.222.237.20,81.222.237.23,business,RU,AS20597 
81.222.237.24,81.222.237.27,isp,RU,AS20597 
81.222.237.28,81.222.237.67,business,RU,AS20597 
81.222.237.68,81.222.237.83,isp,RU,AS20597 
81.222.237.84,81.222.237.87,business,RU,AS20597 
81.222.237.88,81.222.237.91,isp,RU,AS20597 
81.222.237.92,81.222.237.95,business,RU,AS20597 
81.222.237.96,81.222.237.131,isp,RU,AS20597 
81.222.237.132,81.222.237.139,business,RU,AS20597 
81.222.237.140,81.222.237.151,isp,RU,AS20597 
81.222.237.152,81.222.237.159,business,RU,AS20597 
81.222.237.160,81.222.237.175,isp,RU,AS20597 
81.222.237.176,81.222.237.179,business,RU,AS20597 
81.222.237.180,81.222.237.183,isp,RU,AS20597 
81.222.237.184,81.222.237.191,business,RU,AS20597 
81.222.237.192,81.222.237.223,isp,RU,AS20597 
81.222.237.224,81.222.237.227,business,RU,AS20597 
81.222.237.228,81.222.237.239,isp,RU,AS20597 
81.222.237.240,81.222.237.243,business,RU,AS20597 
81.222.237.244,81.222.237.247,isp,RU,AS20597 
81.222.237.248,81.222.237.251,business,RU,AS20597 
81.222.237.252,81.222.238.255,isp,RU,AS20597 
81.222.239.0,81.222.239.255,business,RU,AS20597 
81.222.240.0,81.222.240.51,isp,RU,AS20597 
81.222.240.52,81.222.240.55,business,RU,AS20597 
81.222.240.56,81.222.240.63,isp,RU,AS20597 
81.222.240.64,81.222.240.87,business,RU,AS20597 
81.222.240.88,81.222.240.95,isp,RU,AS20597 
81.222.240.96,81.222.240.127,business,RU,AS20597 
81.222.240.128,81.222.240.135,isp,RU,AS20597 
81.222.240.136,81.222.240.143,business,RU,AS20597 
81.222.240.144,81.222.240.151,isp,RU,AS20597 
81.222.240.152,81.222.240.159,business,RU,AS20597 
81.222.240.160,81.222.240.171,isp,RU,AS20597 
81.222.240.172,81.222.240.179,business,RU,AS20597 
81.222.240.180,81.222.240.183,isp,RU,AS20597 
81.222.240.184,81.222.240.191,business,RU,AS20597 
81.222.240.192,81.222.240.199,isp,RU,AS20597 
81.222.240.200,81.222.240.203,business,RU,AS20597 
81.222.240.204,81.222.240.207,isp,RU,AS20597 
81.222.240.208,81.222.240.219,business,RU,AS20597 
81.222.240.220,81.222.240.223,isp,RU,AS20597 
81.222.240.224,81.222.240.227,business,RU,AS20597 
81.222.240.228,81.222.240.235,isp,RU,AS20597 
81.222.240.236,81.222.240.247,business,RU,AS20597 
81.222.240.248,81.222.240.255,isp,RU,AS20597 
81.222.241.0,81.222.241.7,business,RU,AS20597 
81.222.241.8,81.222.241.19,isp,RU,AS20597 
81.222.241.20,81.222.241.23,business,RU,AS20597 
81.222.241.24,81.222.241.39,isp,RU,AS20597 
81.222.241.40,81.222.241.43,business,RU,AS20597 
81.222.241.44,81.222.241.51,isp,RU,AS20597 
81.222.241.52,81.222.241.63,business,RU,AS20597 
81.222.241.64,81.222.241.75,isp,RU,AS20597 
81.222.241.76,81.222.241.79,business,RU,AS20597 
81.222.241.80,81.222.241.91,isp,RU,AS20597 
81.222.241.92,81.222.241.95,business,RU,AS20597 
81.222.241.96,81.222.241.103,isp,RU,AS20597 
81.222.241.104,81.222.241.111,business,RU,AS20597 
81.222.241.112,81.222.241.119,isp,RU,AS20597 
81.222.241.120,81.222.241.135,business,RU,AS20597 
81.222.241.136,81.222.241.151,isp,RU,AS20597 
81.222.241.152,81.222.241.155,business,RU,AS20597 
81.222.241.156,81.222.241.159,isp,RU,AS20597 
81.222.241.160,81.222.241.171,business,RU,AS20597 
81.222.241.172,81.222.241.175,isp,RU,AS20597 
81.222.241.176,81.222.241.179,business,RU,AS20597 
81.222.241.180,81.222.241.183,isp,RU,AS20597 
81.222.241.184,81.222.241.187,business,RU,AS20597 
81.222.241.188,81.222.241.195,isp,RU,AS20597 
81.222.241.196,81.222.241.203,business,RU,AS20597 
81.222.241.204,81.222.241.207,isp,RU,AS20597 
81.222.241.208,81.222.241.215,business,RU,AS20597 
81.222.241.216,81.222.241.247,isp,RU,AS20597 
81.222.241.248,81.222.242.35,business,RU,AS20597 
81.222.242.36,81.222.242.95,isp,RU,AS20597 
81.222.242.96,81.222.242.99,business,RU,AS20597 
81.222.242.100,81.222.242.111,isp,RU,AS20597 
81.222.242.112,81.222.242.119,business,RU,AS20597 
81.222.242.120,81.222.242.207,isp,RU,AS20597 
81.222.242.208,81.222.242.215,business,RU,AS20597 
81.222.242.216,81.222.242.255,isp,RU,AS20597 
81.222.243.0,81.222.243.31,business,RU,AS20597 
81.222.243.32,81.222.243.59,isp,RU,AS20597 
81.222.243.60,81.222.243.63,business,RU,AS20597 
81.222.243.64,81.222.243.111,isp,RU,AS20597 
81.222.243.112,81.222.243.127,business,RU,AS20597 
81.222.243.128,81.222.243.191,isp,RU,AS20597 
81.222.243.192,81.222.243.231,business,RU,AS20597 
81.222.243.232,81.222.243.243,isp,RU,AS20597 
81.222.243.244,81.222.243.247,business,RU,AS20597 
81.222.243.248,81.222.243.255,isp,RU,AS20597 
81.222.244.0,81.222.245.255,business,RU,AS3216 
81.222.246.0,81.222.246.255,business,RU,AS20597 
81.222.247.0,81.222.247.31,isp,RU,AS20597 
81.222.247.32,81.222.247.63,business,RU,AS20597 
81.222.247.64,81.222.247.87,isp,RU,AS20597 
81.222.247.88,81.222.247.91,business,RU,AS20597 
81.222.247.92,81.222.247.167,isp,RU,AS20597 
81.222.247.168,81.222.247.175,business,RU,AS20597 
81.222.247.176,81.222.247.191,isp,RU,AS20597 
81.222.247.192,81.222.248.255,business,RU,AS20597 
81.222.249.0,81.222.249.255,business,RU,AS3216 
81.222.250.0,81.222.251.31,isp,RU,AS20597 
81.222.251.32,81.222.251.63,business,RU,AS20597 
81.222.251.64,81.222.251.87,isp,RU,AS20597 
81.222.251.88,81.222.251.95,business,RU,AS20597 
81.222.251.96,81.222.251.99,isp,RU,AS20597 
81.222.251.100,81.222.251.103,business,RU,AS20597 
81.222.251.104,81.222.251.111,isp,RU,AS20597 
81.222.251.112,81.222.251.159,business,RU,AS20597 
81.222.251.160,81.222.251.163,isp,RU,AS20597 
81.222.251.164,81.222.251.167,business,RU,AS20597 
81.222.251.168,81.222.251.231,isp,RU,AS20597 
81.222.251.232,81.222.251.239,business,RU,AS20597 
81.222.251.240,81.222.251.247,isp,RU,AS20597 
81.222.251.248,81.222.251.251,business,RU,AS20597 
81.222.251.252,81.222.251.255,isp,RU,AS20597 
81.222.252.0,81.222.252.255,business,RU,AS20597 
81.222.253.0,81.222.253.67,isp,RU,AS20597 
81.222.253.68,81.222.254.15,business,RU,AS20597 
81.222.254.16,81.222.254.39,isp,RU,AS20597 
81.222.254.40,81.222.254.43,business,RU,AS20597 
81.222.254.44,81.222.254.55,isp,RU,AS20597 
81.222.254.56,81.222.254.63,business,RU,AS20597 
81.222.254.64,81.222.254.67,isp,RU,AS20597 
81.222.254.68,81.222.254.71,business,RU,AS20597 
81.222.254.72,81.222.254.79,isp,RU,AS20597 
81.222.254.80,81.222.254.83,business,RU,AS20597 
81.222.254.84,81.222.254.91,isp,RU,AS20597 
81.222.254.92,81.222.254.111,business,RU,AS20597 
81.222.254.112,81.222.254.115,isp,RU,AS20597 
81.222.254.116,81.222.254.127,business,RU,AS20597 
81.222.254.128,81.222.254.143,isp,RU,AS20597 
81.222.254.144,81.222.254.151,business,RU,AS20597 
81.222.254.152,81.222.254.163,isp,RU,AS20597 
81.222.254.164,81.222.254.183,business,RU,AS20597 
81.222.254.184,81.222.254.203,isp,RU,AS20597 
81.222.254.204,81.222.254.207,business,RU,AS20597 
81.222.254.208,81.222.254.215,isp,RU,AS20597 
81.222.254.216,81.222.254.223,business,RU,AS20597 
81.222.254.224,81.222.255.255,isp,RU,AS20597 
