200.201.0.0,200.201.5.255,business,BR,AS10412 
200.201.212.192,200.201.212.223,business,BR,AS10733 
200.201.212.224,200.201.216.243,hosting,BR,AS10733 
200.201.216.244,200.201.216.247,isp,BR,AS10733 
200.201.216.248,200.201.217.111,hosting,BR,AS10733 
200.201.217.112,200.201.217.127,isp,BR,AS10733 
200.201.217.128,200.201.217.175,hosting,BR,AS10733 
200.201.217.176,200.201.217.191,isp,BR,AS10733 
200.201.217.192,200.201.218.95,hosting,BR,AS10733 
200.201.218.96,200.201.218.127,isp,BR,AS10733 
200.201.218.128,200.201.218.143,hosting,BR,AS10733 
200.201.218.144,200.201.218.159,isp,BR,AS10733 
200.201.218.160,200.201.218.231,hosting,BR,AS10733 
200.201.218.232,200.201.218.239,isp,BR,AS10733 
200.201.218.240,200.201.220.191,hosting,BR,AS10733 
200.201.220.192,200.201.220.207,isp,BR,AS10733 
200.201.220.208,200.201.220.255,hosting,BR,AS10733 
200.201.221.0,200.201.221.255,isp,BR,AS10733 
200.201.222.0,200.201.222.255,hosting,BR,AS10733 
200.201.223.0,200.201.223.31,business,BR,AS10733 
200.201.223.32,200.201.223.63,hosting,BR,AS10733 
200.201.223.64,200.201.223.127,business,BR,AS10733 
200.201.223.128,200.201.223.135,isp,BR,AS10733 
200.201.223.136,200.201.223.151,hosting,BR,AS10733 
200.201.223.152,200.201.223.159,business,BR,AS10733 
200.201.223.160,200.201.223.191,hosting,BR,AS10733 
200.201.223.192,200.201.223.207,business,BR,AS10733 
200.201.223.208,200.201.223.223,hosting,BR,AS10733 
200.201.223.224,200.201.223.239,business,BR,AS10733 
200.201.223.240,200.201.223.247,hosting,BR,AS10733 
200.201.223.248,200.201.223.255,business,BR,AS10733 
200.201.224.0,200.201.224.255,hosting,BR,AS10733 
200.201.225.0,200.201.225.31,isp,BR,AS10733 
200.201.225.32,200.201.225.103,hosting,BR,AS10733 
200.201.225.104,200.201.225.111,business,BR,AS10733 
200.201.225.112,200.201.225.119,hosting,BR,AS10733 
200.201.225.120,200.201.225.123,business,BR,AS10733 
200.201.225.124,200.201.225.127,isp,BR,AS10733 
200.201.225.128,200.201.225.191,hosting,BR,AS10733 
200.201.225.192,200.201.225.223,isp,BR,AS10733 
200.201.225.224,200.201.225.255,business,BR,AS10733 
200.201.226.0,200.201.226.255,hosting,BR,AS10733 
200.201.227.0,200.201.227.7,business,BR,AS10733 
200.201.227.8,200.201.227.95,hosting,BR,AS10733 
200.201.227.96,200.201.227.127,business,BR,AS10733 
200.201.227.128,200.201.227.159,isp,BR,AS10733 
200.201.227.160,200.201.227.167,business,BR,AS10733 
200.201.227.168,200.201.232.11,hosting,BR,AS10733 
200.201.232.12,200.201.232.15,isp,BR,AS10733 
200.201.232.16,200.201.232.55,hosting,BR,AS10733 
200.201.232.56,200.201.232.63,business,BR,AS10733 
200.201.232.64,200.201.232.191,hosting,BR,AS10733 
200.201.232.192,200.201.232.223,business,BR,AS10733 
200.201.232.224,200.201.234.127,hosting,BR,AS10733 
200.201.234.128,200.201.234.159,isp,BR,AS10733 
200.201.234.160,200.201.235.23,hosting,BR,AS10733 
200.201.235.24,200.201.235.27,education,BR,AS10733 
200.201.235.28,200.201.236.255,hosting,BR,AS10733 
200.201.237.0,200.201.237.255,business,BR,AS10733 
200.201.238.0,200.202.0.15,hosting,BR,AS10733 
